accession	cohort	v5_completeness	v5_contamination	v5_mimag	checkm2_completeness	checkm2_contamination	checkm2_mimag	total_bp	log10_total_bp	n_contigs	n50	longest_contig	mean_contig_bp	gc_pct	has_kraken2_output
GCA_949740115.1	agree_clean	99.7484	1.5499115	HQ	98.71	1.04	HQ	5563871	6.7454	144	90081	206247	38638.0	40.381	False
GCA_949740715.1	agree_clean	99.92114	0.91154873	HQ	99.94	0.05	HQ	2838400	6.4531	101	91490	278434	28103.0	32.515	False
GCA_949741395.1	neither_hq	77.948074	0.025817752	MQ	76.52	3.17	MQ	2878725	6.4592	515	8401	46003	5589.8	51.067	False
GCA_949741655.1	v5hq_only	90.8724	0.050365925	HQ	89.06	0.81	MQ	2125253	6.3274	528	5718	20976	4025.1	56.627	True
GCA_949744905.1	agree_clean	99.94664	0.07272065	HQ	91.44	0.22	HQ	1800632	6.2554	141	20389	91059	12770.4	49.016	False
GCA_949878525.1	agree_clean	99.978546	0.63319206	HQ	99.94	0.25	HQ	3478979	6.5415	82	153328	492390	42426.6	53.345	False
GCA_950063355.1	agree_clean	99.284874	0.011008978	HQ	99.26	0.06	HQ	2637060	6.4211	11	445532	685432	239732.7	33.533	False
GCA_950097065.1	agree_clean	99.93949	0.37378967	HQ	97.35	0.72	HQ	2890188	6.4609	82	94697	308469	35246.2	56.982	False
GCA_951813285.1	agree_clean	99.694855	2.7538836	HQ	100.0	3.12	HQ	5108082	6.7083	1	5108082	5108082	5108082.0	61.51	False
GCA_958404025.1	v5hq_only	94.39248	0.35689175	HQ	75.92	0.99	MQ	1822225	6.2606	212	10955	50657	8595.4	53.498	True
GCA_958404645.1	agree_clean	99.95656	0.4989922	HQ	99.99	1.69	HQ	2900616	6.4625	32	192832	525079	90644.2	37.811	False
GCA_958413665.1	v5hq_only	99.890335	0.12135208	HQ	89.47	2.32	MQ	1872398	6.2724	228	11525	36978	8212.3	31.912	True
GCA_958432785.1	agree_clean	99.97739	1.0765105	HQ	96.89	0.12	HQ	2203270	6.3431	43	78452	172090	51238.8	58.475	False
GCA_958436535.1	agree_clean	99.97981	0.34686625	HQ	97.43	0.37	HQ	2023605	6.3061	37	89391	225489	54692.0	61.497	False
GCA_958439535.1	agree_clean	99.9198	0.26168525	HQ	100.0	0.45	HQ	2998142	6.4769	74	72605	161468	40515.4	35.638	False
GCA_958446095.1	neither_hq	61.16664	1.2304604	MQ	53.89	2.07	MQ	1680611	6.2255	430	3914	15551	3908.4	55.954	False
GCA_958452985.1	neither_hq	68.07194	0.062114	MQ	67.77	1.43	MQ	1916018	6.2824	367	5711	18077	5220.8	56.161	False
GCA_958454545.1	agree_clean	99.82806	0.06257892	HQ	94.69	0.6	HQ	2104537	6.3232	60	46656	156335	35075.6	38.953	False
GCA_958454785.1	agree_clean	99.96156	0.9081423	HQ	91.45	0.95	HQ	3776827	6.5771	206	28255	80101	18334.1	37.385	False
GCA_959028825.1	neither_hq	53.227234	0.007301569	MQ	46.86	0.26	LQ	1065475	6.0275	239	4543	14678	4458.1	39.045	False
GCA_959597215.1	neither_hq	72.31401	0.056886673	MQ	71.64	1.39	MQ	1537964	6.1869	291	5994	16931	5285.1	42.403	False
GCA_963204815.1	neither_hq	79.69216	0.013154745	MQ	83.21	3.02	MQ	4584292	6.6613	192	35000	167698	23876.5	71.869	False
GCA_963517515.1	neither_hq	61.018936	0.044816732	MQ	62.88	0.87	MQ	1272431	6.1046	287	4607	13086	4433.6	47.514	False
GCA_963521595.1	agree_clean	99.97739	0.74947774	HQ	99.91	0.12	HQ	2653874	6.4239	100	92482	154678	26538.7	29.439	False
GCA_963537445.1	disagreement_141	86.96846	0.20753741	MQ	91.0	0.43	HQ	1674560	6.2239	164	13204	65247	10210.7	37.983	True
GCA_963581915.1	v5hq_only	96.68454	2.4648964	HQ	87.73	6.61	MQ	3030907	6.4816	218	22235	91950	13903.2	55.714	True
GCA_963588225.1	neither_hq	51.55506	0.0068485737	MQ	59.86	0.6	MQ	1116397	6.0478	247	5068	30482	4519.8	45.988	False
GCA_963589175.1	agree_clean	99.920395	0.05427301	HQ	93.72	0.38	HQ	2737963	6.4374	142	32278	137861	19281.4	53.423	False
GCA_963599035.1	agree_clean	99.97638	0.6389022	HQ	99.98	0.29	HQ	2907170	6.4635	96	42942	253513	30283.0	46.31	False
GCA_963610445.1	agree_clean	99.32314	0.009095669	HQ	98.96	2.19	HQ	2109822	6.3242	111	28128	70388	19007.4	32.745	False
GCA_963610875.1	neither_hq	89.9834	66.16439	LQ	92.57	7.28	MQ	4247151	6.6281	739	7536	75955	5747.2	65.311	False
GCA_963624685.1	neither_hq	61.046543	0.11706948	MQ	56.13	0.78	MQ	1301423	6.1144	329	4210	18412	3955.7	48.212	False
GCA_963639955.1	disagreement_141	98.86117	7.129261	MQ	95.81	0.39	HQ	2610100	6.4167	66	107664	211535	39547.0	64.164	True
GCA_963649255.1	neither_hq	89.050354	0.033390522	MQ	85.56	1.96	MQ	2217057	6.3458	235	12011	39051	9434.3	42.842	False
GCA_963653015.1	neither_hq	78.03302	0.0580132	MQ	77.82	3.97	MQ	2252894	6.3527	301	9497	59483	7484.7	52.671	False
GCA_963655505.1	neither_hq	68.686554	0.051638484	MQ	64.82	0.79	MQ	1417617	6.1516	384	3875	13440	3691.7	51.556	False
GCA_963662635.2	agree_clean	99.968605	0.7104516	HQ	93.18	4.59	HQ	3732115	6.572	6	2687031	2687031	622019.2	49.402	False
GCA_963668125.1	agree_clean	99.941925	0.22039711	HQ	99.74	0.07	HQ	4372437	6.6407	1	4372437	4372437	4372437.0	36.712	False
GCA_963677365.1	agree_clean	99.86163	0.6477773	HQ	99.98	1.63	HQ	4788252	6.6802	1	4788252	4788252	4788252.0	35.811	False
GCA_963705225.1	disagreement_141	97.244446	25.59051	LQ	94.3	0.02	HQ	4850502	6.6858	1	4850502	4850502	4850502.0	52.176	True
GCA_963706305.1	agree_clean	98.138565	1.7421067	HQ	95.05	2.45	HQ	2967470	6.4724	1	2967470	2967470	2967470.0	62.338	False
GCA_963708445.1	neither_hq	62.125923	40.751503	LQ	80.16	6.64	MQ	4099990	6.6128	56	131531	337660	73214.1	68.543	False
GCA_963714285.1	neither_hq	98.610016	25.014193	LQ	81.48	3.42	MQ	3904788	6.5916	7	1324590	1640687	557826.9	68.08	False
GCA_963717575.1	neither_hq	69.60624	0.36531687	MQ	57.57	0.78	MQ	3955127	6.5972	51	127098	283312	77551.5	69.955	False
GCA_963726465.1	neither_hq	72.99581	26.672358	LQ	61.01	1.22	MQ	2599809	6.4149	51	183715	406729	50976.6	64.799	False
GCA_963728415.1	neither_hq	77.2695	0.9539187	MQ	67.48	3.67	MQ	4081837	6.6109	45	117895	434072	90707.5	64.206	False
GCA_963729105.1	neither_hq	62.11428	0.23475885	MQ	53.08	1.41	MQ	2654252	6.4239	28	112954	242343	94794.7	73.46	False
GCA_963729245.1	disagreement_141	92.32568	14.7138	LQ	90.35	4.84	HQ	4361354	6.6396	58	113422	348275	75195.8	61.528	True
GCA_963730245.1	neither_hq	94.273254	26.649416	LQ	92.6	6.4	MQ	6454849	6.8099	4	2515759	2609350	1613712.2	59.443	False
GCA_963736205.1	neither_hq	71.730316	0.51767826	MQ	65.82	1.82	MQ	2685484	6.429	29	130219	300049	92602.9	66.082	False
GCA_963741015.1	agree_clean	99.10366	0.7615775	HQ	96.94	4.36	HQ	3105667	6.4922	12	368149	885390	258805.6	50.299	False
GCA_963745205.1	agree_clean	98.8699	2.3130746	HQ	93.53	4.32	HQ	4018893	6.6041	32	172413	659160	125590.4	63.961	False
GCA_963760335.1	neither_hq	83.99361	23.284037	LQ	59.42	5.08	MQ	6022380	6.7798	25	442407	988973	240895.2	60.881	False
GCA_963761895.1	disagreement_141	96.33667	15.909502	LQ	91.69	4.71	HQ	10215802	7.0093	5	2762856	2799205	2043160.4	61.175	True
GCA_963765235.1	v5hq_only	99.63066	3.0210674	HQ	65.97	3.89	MQ	7201722	6.8574	69	154496	359554	104372.8	64.677	True
GCA_963765295.1	disagreement_141	76.11514	1.4574498	MQ	91.39	0.72	HQ	3754360	6.5745	8	569695	1507285	469295.0	69.915	True
GCA_963770955.1	neither_hq	55.03213	26.865383	LQ	62.73	0.06	MQ	3189440	6.5037	11	683032	993683	289949.1	70.239	False
GCA_963772135.1	agree_clean	99.74392	0.1545757	HQ	92.22	1.0	HQ	4656594	6.6681	10	882793	1817681	465659.4	71.303	False
GCA_963780485.1	neither_hq	75.6694	54.294353	LQ	78.72	3.73	MQ	7755753	6.8896	34	381093	631641	228110.4	58.472	False
GCA_963784735.1	neither_hq	66.76059	1.3983577	MQ	70.78	1.59	MQ	2606578	6.4161	17	293000	573961	153328.1	55.735	False
GCA_963788725.1	v5hq_only	99.325226	2.094102	HQ	88.26	0.95	MQ	4721017	6.674	23	339385	738462	205261.6	57.673	True
GCA_963822955.1	agree_clean	97.78583	0.42277575	HQ	97.74	3.24	HQ	6471002	6.811	8	1325117	2496430	808875.2	68.382	False
GCA_963849745.1	disagreement_141	98.231514	5.8389335	MQ	95.99	1.09	HQ	4261971	6.6296	15	447667	609510	284131.4	63.095	True
GCA_963923715.1	neither_hq	54.9113	0.0060737133	MQ	56.95	0.5	MQ	2220242	6.3464	836	2736	12430	2655.8	64.324	False
GCA_963979235.1	v5hq_only	95.909096	1.303935	HQ	85.34	0.8	MQ	2664640	6.4256	532	5850	21455	5008.7	53.342	True
GCA_963979665.1	disagreement_141	65.830055	0.006312132	MQ	92.5	2.78	HQ	1621888	6.21	367	5301	21984	4419.3	51.012	True
GCA_963998535.1	neither_hq	73.58912	0.5865514	MQ	80.95	0.59	MQ	1501421	6.1765	329	5524	16274	4563.6	43.002	False
GCA_964216155.1	agree_clean	99.792885	0.2570659	HQ	95.52	0.11	HQ	3719954	6.5705	53	95347	296671	70187.8	39.99	False
GCA_964217675.1	v5hq_only	99.82371	0.094512105	HQ	88.06	2.26	MQ	2660169	6.4249	268	13683	47242	9926.0	50.324	True
GCA_964221475.1	neither_hq	70.159744	15.306693	LQ	59.85	12.61	LQ	922063	5.9648	46	72065	236863	20044.8	32.42	False
GCA_964226065.1	neither_hq	85.44748	0.12066662	MQ	86.54	1.94	MQ	2773451	6.443	414	8598	35386	6699.2	38.555	False
GCA_964227615.1	v5hq_only	99.96805	0.2399832	HQ	83.93	4.94	MQ	2419884	6.3838	240	15366	54026	10082.9	50.329	True
GCA_964242225.1	disagreement_141	74.63924	11.433495	LQ	99.64	0.39	HQ	3920059	6.5933	39	281990	773498	100514.3	62.04	True
GCA_964247885.1	neither_hq	76.37541	0.11459589	MQ	46.77	0.91	LQ	2449156	6.389	648	3983	24770	3779.6	69.425	False
GCA_964252345.1	v5hq_only	93.57348	0.026449561	HQ	80.9	2.25	MQ	3983605	6.6003	894	4977	24958	4455.9	69.141	True
GCA_964348975.1	agree_clean	90.96856	1.7790318	HQ	94.93	4.65	HQ	826827	5.9174	128	10953	37652	6459.6	50.433	False
GCA_964350085.1	neither_hq	63.37548	5.560863	MQ	70.85	3.72	MQ	1440396	6.1585	469	3260	11604	3071.2	55.525	False
GCA_964352035.1	agree_clean	99.94496	1.3257504	HQ	97.07	0.29	HQ	3333612	6.5229	130	42780	183228	25643.2	53.518	False
GCA_964358905.1	disagreement_141	99.82205	5.1383348	MQ	91.92	0.72	HQ	1251100	6.0973	163	9748	36751	7675.5	45.051	True
GCA_964359615.1	neither_hq	82.496216	14.329714	LQ	88.78	2.57	MQ	1105807	6.0437	159	8010	25808	6954.8	52.993	False
GCA_964362675.1	disagreement_141	74.257385	1.7480195	MQ	91.88	0.18	HQ	581374	5.7645	71	13912	39896	8188.4	36.523	True
GCA_964364115.1	neither_hq	54.308315	14.315849	LQ	72.88	1.18	MQ	457202	5.6601	81	8898	34453	5644.5	36.544	False
GCA_964370005.1	disagreement_141	85.284195	0.047799945	MQ	95.2	0.3	HQ	2172649	6.337	128	26486	91341	16973.8	48.397	True
GCA_964371365.1	agree_clean	99.15051	0.039732456	HQ	91.85	0.46	HQ	2010461	6.3033	133	22885	67063	15116.2	47.806	False
GCA_964373585.1	neither_hq	64.629265	4.4511023	MQ	89.13	1.31	MQ	578090	5.762	85	8514	20652	6801.1	46.805	False
GCA_964420425.1	neither_hq	53.68016	35.62525	LQ	80.11	6.13	MQ	665637	5.8232	199	3747	34008	3344.9	34.223	False
GCA_964422685.1	neither_hq	70.81989	0.016623735	MQ	89.8	0.18	MQ	2043553	6.3104	219	13807	46051	9331.3	45.801	False
GCA_964428905.1	neither_hq	82.16075	17.024958	LQ	89.5	7.25	MQ	2333576	6.368	258	13920	71869	9044.9	36.187	False
GCA_964429895.1	agree_clean	99.839386	1.4806002	HQ	96.61	1.66	HQ	3589321	6.555	168	30795	114063	21365.0	62.237	False
GCA_964436235.1	disagreement_141	98.94782	32.64514	LQ	92.41	2.11	HQ	4757597	6.6774	321	27117	109700	14821.2	43.348	True
GCA_964440245.1	neither_hq	57.352108	4.2865186	MQ	65.37	0.57	MQ	1102807	6.0425	349	3217	12483	3159.9	42.578	False
GCA_964441855.1	disagreement_141	80.09703	0.05390942	MQ	95.71	0.21	HQ	532405	5.7262	78	9803	30850	6825.7	53.879	True
GCA_964442135.1	disagreement_141	73.216705	0.53073466	MQ	90.37	0.04	HQ	1458986	6.1641	63	33252	121921	23158.5	49.834	True
GCA_964443085.1	neither_hq	76.70925	0.90215504	MQ	58.78	0.59	MQ	2859141	6.4562	664	4330	16956	4305.9	67.06	False
GCA_964444875.1	neither_hq	59.6517	0.017637014	MQ	63.28	1.97	MQ	1905002	6.2799	313	8615	30752	6086.3	62.216	False
GCA_964453675.1	neither_hq	80.41534	0.15587509	MQ	75.89	1.18	MQ	1978199	6.2963	572	3811	14694	3458.4	49.182	False
GCA_964453895.1	disagreement_141	99.72406	10.420132	LQ	96.82	1.75	HQ	4033014	6.6056	60	112159	431290	67216.9	52.297	True
GCA_964461465.1	neither_hq	55.139843	27.065107	LQ	85.53	4.81	MQ	879730	5.9443	147	7709	27780	5984.6	26.621	False
GCA_964474105.1	agree_clean	99.89883	3.79889	HQ	92.94	0.48	HQ	3625384	6.5594	307	18767	94371	11809.1	57.528	False
GCA_964474845.1	neither_hq	76.40762	0.32742023	MQ	87.36	0.06	MQ	2302145	6.3621	292	10853	33565	7884.1	47.858	False
GCA_964475605.1	neither_hq	73.63107	0.0775367	MQ	74.29	3.11	MQ	3765782	6.5759	630	8843	91448	5977.4	66.697	False
GCA_964492265.1	neither_hq	91.26329	26.844913	LQ	81.4	2.91	MQ	920695	5.9641	169	9573	50066	5447.9	42.318	False
GCA_964499935.1	disagreement_141	99.63936	35.73852	LQ	96.67	1.5	HQ	1466879	6.1664	131	885286	885286	11197.5	46.03	True
GCA_964500765.1	agree_clean	99.92183	0.013267994	HQ	95.09	1.18	HQ	2978827	6.474	370	10852	38604	8050.9	34.017	False
GCA_964505955.1	neither_hq	57.010883	0.004094839	MQ	76.93	1.07	MQ	1176123	6.0705	216	6998	27402	5445.0	54.445	False
GCA_964514205.1	v5hq_only	90.069595	0.47109425	HQ	89.72	7.81	MQ	980268	5.9913	269	4162	16686	3644.1	36.166	True
GCA_964531735.1	agree_clean	99.75916	0.027409196	HQ	93.09	2.1	HQ	7459769	6.8727	256	39766	156246	29139.7	70.162	False
GCA_964534685.1	v5hq_only	99.17728	3.3217163	HQ	85.13	2.43	MQ	3868076	6.5875	388	22051	91618	9969.3	64.915	True
GCA_964536905.1	disagreement_141	72.09778	1.9100875	MQ	92.64	3.25	HQ	567757	5.7542	116	5702	19068	4894.5	31.453	True
GCA_964538115.1	neither_hq	51.971382	0.3635943	MQ	56.18	0.25	MQ	334267	5.5241	111	3321	8499	3011.4	38.946	False
GCA_964545285.1	disagreement_141	76.3179	0.3560424	MQ	94.46	0.59	HQ	1099409	6.0412	53	31968	63390	20743.6	25.23	True
GCA_964561455.1	v5hq_only	99.68582	4.965907	HQ	88.32	0.8	MQ	4785659	6.6799	249	33745	117853	19219.5	59.021	True
GCA_964563855.1	disagreement_141	83.389534	2.8383374	MQ	95.37	1.86	HQ	3570098	6.5527	99	56000	213227	36061.6	65.194	True
GCA_964564625.1	disagreement_141	89.36011	24.121649	LQ	92.66	3.59	HQ	3047838	6.484	78	80153	149049	39074.8	47.384	True
GCA_964567265.1	disagreement_141	99.9413	14.08636	LQ	100.0	0.09	HQ	962716	5.9835	4	621860	621860	240679.0	56.208	True
GCA_964591885.1	disagreement_141	69.80404	0.2760172	MQ	94.04	0.0	HQ	522395	5.718	58	13027	35380	9006.8	36.051	True
GCA_964594555.1	v5hq_only	97.62253	0.247401	HQ	75.06	1.58	MQ	1731918	6.2385	102	21469	55109	16979.6	48.244	True
GCA_964598045.1	neither_hq	71.60878	0.0028192997	MQ	66.85	1.3	MQ	1087882	6.0366	218	6600	31193	4990.3	46.541	False
GCA_964616685.1	v5hq_only	99.961975	0.45616925	HQ	80.5	4.54	MQ	2339498	6.3691	451	6788	23858	5187.4	45.89	True
GCA_964620395.1	neither_hq	63.64981	0.8546263	MQ	71.64	1.81	MQ	1407446	6.1484	167	11272	59993	8427.8	41.722	False
GCA_964625705.1	neither_hq	67.11152	4.020777	MQ	79.23	5.99	MQ	2421120	6.384	181	23968	74464	13376.4	49.331	False
GCA_964628655.1	agree_clean	99.827034	2.9286532	HQ	95.8	1.08	HQ	1073075	6.0306	103	14470	79815	10418.2	52.526	False
GCA_964630705.1	v5hq_only	95.913864	0.47892332	HQ	89.33	2.49	MQ	5113175	6.7087	478	17144	82655	10697.0	56.1	True
GCA_964636735.1	disagreement_141	78.1299	0.5703211	MQ	93.87	0.4	HQ	691922	5.8401	87	10964	29676	7953.1	39.347	True
GCA_964640795.1	agree_clean	99.90728	0.08164644	HQ	95.05	1.56	HQ	5335300	6.7272	87	95222	373597	61325.3	41.556	False
GCA_964644085.1	agree_clean	98.84392	2.1793485	HQ	94.33	1.93	HQ	3042436	6.4832	303	14861	54785	10041.0	45.147	False
GCA_964645385.1	neither_hq	76.99266	0.92713535	MQ	89.02	2.35	MQ	2422743	6.3843	447	7437	32656	5420.0	33.481	False
GCA_964646075.1	disagreement_141	57.37428	2.7922063	MQ	93.98	0.06	HQ	432397	5.6359	29	18284	43168	14910.2	36.349	True
GCA_964668565.1	neither_hq	55.395824	0.05953014	MQ	64.64	0.76	MQ	1327843	6.1231	235	5966	21222	5650.4	35.495	False
GCA_964693995.1	neither_hq	71.57718	0.029712915	MQ	68.52	0.2	MQ	2866635	6.4574	481	6336	23624	5959.7	64.245	False
GCA_964795705.1	neither_hq	71.47606	0.0610888	MQ	58.12	1.29	MQ	1013796	6.006	93	14404	113708	10901.0	46.144	False
GCA_964937175.1	disagreement_141	99.78262	6.214717	MQ	100.0	0.34	HQ	896620	5.9526	10	178574	374857	89662.0	49.112	True
GCA_965143725.1	neither_hq	86.20801	1.2111574	MQ	86.53	0.39	MQ	2809090	6.4486	65	70004	159919	43216.8	43.38	False
GCA_965150505.1	v5hq_only	92.458275	0.0022530556	HQ	88.8	0.02	MQ	2461960	6.3913	212	19140	79774	11613.0	38.148	True
GCA_965201135.1	disagreement_141	89.86245	0.009307265	MQ	97.04	1.68	HQ	2943307	6.4688	1	2943307	2943307	2943307.0	67.851	True
GCA_965216165.1	neither_hq	75.96028	28.299868	LQ	96.04	6.3	MQ	5572873	6.7461	25	1470244	2254260	222914.9	68.722	False
GCA_965235155.1	neither_hq	68.81571	10.93758	LQ	86.14	0.51	MQ	952249	5.9788	7	129829	252274	136035.6	29.296	False
GCA_965249325.1	disagreement_141	60.07708	45.04595	LQ	91.14	1.85	HQ	2794567	6.4463	20	327190	649971	139728.4	64.998	True
GCA_965279685.1	agree_clean	99.81786	0.8980453	HQ	99.82	2.98	HQ	7228148	6.859	3	4099973	4099973	2409382.7	62.847	False
GCA_965283735.1	disagreement_141	87.86977	0.18814504	MQ	99.96	0.08	HQ	5084302	6.7062	2	3227922	3227922	2542151.0	66.288	True
GCA_965283905.1	neither_hq	72.26878	0.17480254	MQ	73.49	2.04	MQ	4027702	6.6051	36	156066	357657	111880.6	67.889	False
GCA_965299925.1	neither_hq	85.67261	0.020813942	MQ	76.91	1.74	MQ	2114517	6.3252	72	44483	124492	29368.3	53.542	False
GCA_965302615.1	neither_hq	73.88129	18.669209	LQ	75.83	2.57	MQ	2174195	6.3373	464	5911	31036	4685.8	59.242	False
GCA_965309655.1	neither_hq	74.40556	0.14562011	MQ	87.23	1.63	MQ	1331574	6.1244	315	5045	28141	4227.2	38.422	False
GCA_965310035.1	neither_hq	50.217716	0.791049	MQ	52.64	1.36	MQ	773778	5.8886	317	2436	10546	2440.9	62.897	False
GCA_965310145.1	neither_hq	64.53551	0.21514595	MQ	56.17	1.94	MQ	1280498	6.1074	369	3865	13407	3470.2	60.728	False
GCA_965321045.1	disagreement_141	85.12752	0.11677146	MQ	96.79	2.58	HQ	1748702	6.2427	122	23949	105499	14333.6	45.736	True
GCA_965328565.1	agree_clean	90.943726	0.015115738	HQ	94.6	0.22	HQ	1750591	6.2432	177	13265	51418	9890.3	37.456	False
GCA_965334145.1	disagreement_141	92.79599	12.060195	LQ	96.52	0.23	HQ	1681488	6.2257	84	36194	109835	20017.7	27.439	True
GCA_965337445.1	neither_hq	77.10224	0.007301569	MQ	71.55	1.36	MQ	1509345	6.1788	168	11805	49168	8984.2	43.949	False
GCA_965349185.1	neither_hq	77.31419	2.524656	MQ	62.75	1.5	MQ	1927217	6.2849	168	14302	34128	11471.5	48.027	False
GCA_965367375.1	neither_hq	80.63709	0.33427775	MQ	58.29	1.58	MQ	5494350	6.7399	1763	3317	14643	3116.5	54.838	False
GCA_965371415.1	v5hq_only	99.81648	4.39944	HQ	75.26	2.24	MQ	3685948	6.5665	1170	3421	18943	3150.4	53.965	True
GCA_965579405.1	agree_clean	99.941986	0.97286403	HQ	99.92	2.07	HQ	5097185	6.7073	3	1790809	2337275	1699061.7	53.499	False
GCA_965658445.1	disagreement_141	99.66872	13.964706	LQ	99.57	0.04	HQ	2588811	6.4131	38	155231	350971	68126.6	44.183	True
GCA_966168655.1	agree_clean	98.46392	0.102591515	HQ	90.16	0.87	HQ	2845020	6.4541	91	46288	179335	31264.0	51.066	False
GCA_966211075.1	neither_hq	67.37488	0.24841726	MQ	88.67	1.11	MQ	2068742	6.3157	266	9532	40875	7777.2	70.87	False
GCA_976998035.1	agree_clean	92.99453	0.2804488	HQ	97.39	1.38	HQ	2856413	6.4558	478	8177	43715	5975.8	71.978	False
GCA_977000925.1	agree_clean	99.94469	3.0343504	HQ	99.83	0.17	HQ	1814709	6.2588	39	179325	308356	46531.0	49.308	False
GCA_977045845.1	agree_clean	99.91164	0.38119853	HQ	99.98	2.99	HQ	5035486	6.702	34	187112	718126	148102.5	43.133	False
GCA_977054245.1	agree_clean	99.84681	0.014382601	HQ	95.79	0.09	HQ	1527591	6.184	66	35854	88882	23145.3	47.908	False
GCA_977054695.1	neither_hq	81.379036	0.034329295	MQ	82.28	3.31	MQ	2135087	6.3294	429	7006	33889	4976.9	45.974	False
GCA_977056595.1	agree_clean	99.97346	0.5888313	HQ	98.11	1.22	HQ	2732764	6.4366	165	25148	62393	16562.2	49.421	False
GCA_977074955.1	agree_clean	99.934555	1.2764782	HQ	99.52	0.62	HQ	1667982	6.2222	31	104583	394647	53805.9	35.863	False
GCA_977075605.1	agree_clean	99.95297	0.45925677	HQ	99.51	0.09	HQ	2684699	6.4289	72	61409	176196	37287.5	45.147	False
GCA_977076705.1	neither_hq	62.58914	0.012481213	MQ	67.54	1.11	MQ	1550622	6.1905	466	3666	17295	3327.5	46.03	False
GCA_977077305.1	neither_hq	73.804344	0.0044852495	MQ	67.87	2.56	MQ	1448908	6.161	132	14193	43536	10976.6	60.61	False
GCA_977085625.1	disagreement_141	88.82126	4.40948	MQ	97.79	0.7	HQ	1920175	6.2833	42	81058	196751	45718.5	47.108	True
GCA_977086285.1	neither_hq	50.777397	0.0033587217	MQ	60.4	0.27	MQ	1154490	6.0624	431	2752	11092	2678.6	48.138	False
GCA_977544665.1	neither_hq	86.62096	0.2315253	MQ	87.05	0.19	MQ	2032748	6.3081	193	22635	52986	10532.4	44.4	False
GCA_977550105.1	neither_hq	67.12432	0.17441511	MQ	78.31	2.58	MQ	1850331	6.2672	231	10895	33759	8010.1	51.83	False
GCA_977551855.1	neither_hq	69.01321	1.7203778	MQ	69.35	3.82	MQ	2441614	6.3877	982	2705	9129	2486.4	62.935	False
GCA_977552645.1	disagreement_141	83.88056	4.343486	MQ	97.81	0.07	HQ	2309429	6.3635	77	63746	168577	29992.6	40.816	True
GCA_977567055.1	neither_hq	77.341225	0.0011563301	MQ	84.57	0.64	MQ	2592598	6.4137	301	14670	79245	8613.3	59.697	False
GCA_977575645.1	v5hq_only	91.91181	0.29132962	HQ	89.77	2.7	MQ	1488147	6.1726	47	67870	116600	31662.7	27.384	True
GCA_977576075.1	agree_clean	99.94473	0.0021189451	HQ	91.72	0.26	HQ	3470188	6.5404	128	42096	152118	27110.8	42.446	False
GCA_977581115.1	agree_clean	98.65866	0.036117435	HQ	90.81	0.01	HQ	1621551	6.2099	37	82783	277889	43825.7	39.979	False
GCA_977587715.1	disagreement_141	88.11548	29.642687	LQ	91.23	0.41	HQ	6628815	6.8214	251	45972	173119	26409.6	62.984	True
GCA_977589185.1	agree_clean	99.43086	3.7263603	HQ	93.52	0.43	HQ	1942409	6.2883	50	70786	200947	38848.2	50.85	False
GCA_977590685.1	v5hq_only	98.813965	4.1910353	HQ	74.47	3.25	MQ	3382741	6.5293	1050	3628	15908	3221.7	58.613	True
GCA_977600635.1	disagreement_141	61.801643	0.04428625	MQ	93.08	1.04	HQ	2117329	6.3258	272	9326	31438	7784.3	33.16	True
GCA_977604995.1	neither_hq	76.57321	0.8526921	MQ	79.02	1.85	MQ	1767515	6.2474	70	59263	180873	25250.2	64.504	False
GCA_977611975.1	v5hq_only	99.827576	1.2263954	HQ	86.0	1.64	MQ	3266997	6.5141	333	13652	56437	9810.8	59.566	True
GCA_977613245.1	agree_clean	99.95448	2.725181	HQ	97.67	0.44	HQ	827384	5.9177	43	28189	87711	19241.5	42.283	False
GCA_977682245.1	neither_hq	59.66672	4.6865406	MQ	85.87	0.1	MQ	1461537	6.1648	49	48725	110365	29827.3	36.427	False
GCA_977869515.1	neither_hq	65.71808	5.905157	MQ	84.81	3.24	MQ	1978065	6.2962	274	9178	32729	7219.2	58.602	False
GCA_977879445.1	disagreement_141	98.92793	24.105246	LQ	92.63	1.53	HQ	3609840	6.5575	1	3609840	3609840	3609840.0	64.143	True
GCA_977879495.1	agree_clean	99.351364	0.8120805	HQ	99.98	0.66	HQ	5677623	6.7542	1	5677623	5677623	5677623.0	59.927	False
GCA_977885655.1	agree_clean	99.63575	0.049695373	HQ	99.34	0.15	HQ	2074495	6.3169	93	33416	87653	22306.4	45.077	False
GCA_977892145.1	agree_clean	99.91966	1.2581617	HQ	95.78	3.64	HQ	3985377	6.6005	335	18167	63162	11896.6	60.162	False
GCA_977892965.1	agree_clean	97.73976	0.4432112	HQ	98.23	1.08	HQ	2604347	6.4157	95	44794	141782	27414.2	58.389	False
GCA_977893235.1	agree_clean	99.969955	2.7103992	HQ	99.83	0.05	HQ	2324297	6.3663	132	39390	131662	17608.3	52.171	False
GCA_977895475.1	neither_hq	58.85644	0.0025302172	MQ	59.86	1.18	MQ	2068736	6.3157	388	7070	35001	5331.8	42.199	False
GCA_977925875.1	agree_clean	99.80542	1.9067407	HQ	97.58	2.28	HQ	4250982	6.6285	3	4152866	4152866	1416994.0	63.233	False
GCA_977950545.1	neither_hq	72.52812	0.29681027	MQ	68.45	2.52	MQ	1664608	6.2213	519	3385	10887	3207.3	46.837	False
