accession	cohort	v5_completeness	v5_contamination	checkm2_completeness	checkm2_contamination	total_bp	n_contigs	classified_bp	unclassified_pct	orig_phylum_dominant	orig_phylum_dominant_pct	orig_phylum_contam_pct	orig_n_phyla	strict_phylum_dominant	strict_phylum_dominant_pct	strict_phylum_contam_pct	strict_n_phyla	strict_qualifying_bp	strict_qualifying_bp_frac	strict_n_qualifying_contigs	total_kmers	informative_kmers	informative_kmer_density	mean_contig_confidence_bpw	asm_total_bp	asm_n_contigs	asm_n50	asm_gc_pct
GCA_964545285.1	disagreement_141	76.3179	0.3560424	94.46	0.59	1099409	53	1013439	7.82	Bacillota	41.608	23.338	9	unresolved			0	0	0.0	0	1096893	369	0.000336	0.000211	1099409	53	31968	25.23
GCA_964561455.1	v5hq_only	99.68582	4.965907	88.32	0.8	4785659	249	4280281	10.56	Pseudomonadota	33.991	28.141	13	unresolved			0	0	0.0	0	4775363	1831	0.000383	0.000257	4785659	249	33745	59.021
GCA_964563855.1	disagreement_141	83.389534	2.8383374	95.37	1.86	3570098	99	3491360	2.205	Pseudomonadota	49.028	38.375	9	unresolved			0	0	0.0	0	3564776	1732	0.000486	0.00015	3570098	99	56000	65.194
GCA_964564625.1	disagreement_141	89.36011	24.121649	92.66	3.59	3047838	78	2819829	7.481	Pseudomonadota	20.44	25.453	8	unresolved			0	0	0.0	0	3039424	691	0.000227	0.000155	3047838	78	80153	47.384
GCA_964567265.1	disagreement_141	99.9413	14.08636	100.0	0.09	962716	4	962716	0.0	Pseudomonadota	98.101	1.899	2	unresolved			0	0	0.0	0	962580	221	0.00023	4.9e-05	962716	4	621860	56.208
GCA_964591885.1	disagreement_141	69.80404	0.2760172	94.04	0.0	522395	58	316897	39.338	Pseudomonadota	22.552	30.738	9	unresolved			0	0	0.0	0	520423	124	0.000238	0.000294	522395	58	13027	36.051
GCA_964594555.1	v5hq_only	97.62253	0.247401	75.06	1.58	1731918	102	1073161	38.036	Pseudomonadota	26.067	31.948	13	unresolved			0	0	0.0	0	1722659	318	0.000185	0.000201	1731918	102	21469	48.244
GCA_964616685.1	v5hq_only	99.961975	0.45616925	80.5	4.54	2339498	451	789451	66.256	Pseudomonadota	11.292	17.24	11	unresolved			0	0	0.0	0	2307278	394	0.000171	0.000451	2339498	451	6788	45.89
GCA_964628655.1	agree_clean	99.827034	2.9286532	95.8	1.08	1073075	103	521773	51.376	Pseudomonadota	18.078	20.258	9	unresolved			0	0	0.0	0	1067343	211	0.000198	0.000297	1073075	103	14470	52.526
GCA_964630705.1	v5hq_only	95.913864	0.47892332	89.33	2.49	5113175	478	3959478	22.563	Pseudomonadota	21.324	39.426	15	unresolved			0	0	0.0	0	5083706	2024	0.000398	0.000323	5113175	478	17144	56.1
GCA_964636735.1	disagreement_141	78.1299	0.5703211	93.87	0.4	691922	87	396811	42.651	Bacillota	20.85	36.033	10	unresolved			0	0	0.0	0	688518	179	0.00026	0.000314	691922	87	10964	39.347
GCA_964640795.1	agree_clean	99.90728	0.08164644	95.05	1.56	5335300	87	5242409	1.741	Pseudomonadota	87.331	8.328	5	unresolved			0	0	0.0	0	5331628	2277	0.000427	0.000143	5335300	87	95222	41.556
GCA_964644085.1	agree_clean	98.84392	2.1793485	94.33	1.93	3042436	303	1666372	45.229	Pseudomonadota	17.556	30.299	15	unresolved			0	0	0.0	0	3028304	544	0.00018	0.000256	3042436	303	14861	45.147
GCA_964646075.1	disagreement_141	57.37428	2.7922063	93.98	0.06	432397	29	370802	14.245	Pseudomonadota	17.754	53.943	6	unresolved			0	0	0.0	0	430406	128	0.000297	0.000247	432397	29	18284	36.349
GCA_964937175.1	disagreement_141	99.78262	6.214717	100.0	0.34	896620	10	858256	4.279	Pseudomonadota	47.519	19.916	2	unresolved			0	0	0.0	0	896280	221	0.000247	0.000114	896620	10	178574	49.112
GCA_965150505.1	v5hq_only	92.458275	0.0022530556	88.8	0.02	2461960	212	2075076	15.714	Bacillota	51.851	20.641	12	unresolved			0	0	0.0	0	2454752	1477	0.000602	0.000367	2461960	212	19140	38.148
GCA_965201135.1	disagreement_141	89.86245	0.009307265	97.04	1.68	2943307	1	2943307	0.0	Pseudomonadota	100.0	0.0	1	unresolved			0	0	0.0	0	2943273	1635	0.000556	1.7e-05	2943307	1	2943307	67.851
GCA_965249325.1	disagreement_141	60.07708	45.04595	91.14	1.85	2794567	20	2728529	2.363	Actinomycetota	66.77	28.623	2	unresolved			0	0	0.0	0	2793887	1322	0.000473	5.7e-05	2794567	20	327190	64.998
GCA_965279685.1	agree_clean	99.81786	0.8980453	99.82	2.98	7228148	3	7228148	0.0	Pseudomonadota	100.0	0.0	1	unresolved			0	0	0.0	0	7228046	15913	0.002202	0.00061	7228148	3	4099973	62.847
GCA_965283735.1	disagreement_141	87.86977	0.18814504	99.96	0.08	5084302	2	5084302	0.0	Pseudomonadota	100.0	0.0	1	unresolved			0	0	0.0	0	5084234	33333	0.006556	0.000627	5084302	2	3227922	66.288
GCA_965321045.1	disagreement_141	85.12752	0.11677146	96.79	2.58	1748702	122	1351047	22.74	Bacillota	18.227	40.435	13	unresolved			0	0	0.0	0	1744554	490	0.000281	0.000229	1748702	122	23949	45.736
GCA_965328565.1	agree_clean	90.943726	0.015115738	94.6	0.22	1750591	177	983331	43.829	Pseudomonadota	13.463	28.958	11	unresolved			0	0	0.0	0	1744573	338	0.000194	0.000308	1750591	177	13265	37.456
GCA_965334145.1	disagreement_141	92.79599	12.060195	96.52	0.23	1681488	84	1549869	7.828	Bacillota	60.218	24.607	10	unresolved			0	0	0.0	0	1678632	988	0.000589	0.000227	1681488	84	36194	27.439
GCA_965371415.1	v5hq_only	99.81648	4.39944	75.26	2.24	3685948	1170	993425	73.048	Pseudomonadota	9.854	13.556	19	unresolved			0	0	0.0	0	3646168	1018	0.000279	0.000851	3685948	1170	3421	53.965
GCA_965579405.1	agree_clean	99.941986	0.97286403	99.92	2.07	5097185	3	5097185	0.0	Pseudomonadota	100.0	0.0	1	unresolved			0	0	0.0	0	5097083	26444	0.005188	0.00109	5097185	3	1790809	53.499
GCA_965658445.1	disagreement_141	99.66872	13.964706	99.57	0.04	2588811	38	2550369	1.485	Bacteroidota	83.024	9.362	4	unresolved			0	0	0.0	0	2579829	1103	0.000428	9e-05	2588811	38	155231	44.183
GCA_966168655.1	agree_clean	98.46392	0.102591515	90.16	0.87	2845020	91	2760997	2.953	Bacillota	79.153	10.016	5	unresolved			0	0	0.0	0	2841926	1613	0.000568	0.000217	2845020	91	46288	51.066
GCA_976998035.1	agree_clean	92.99453	0.2804488	97.39	1.38	2856413	478	2847774	0.302	Actinomycetota	99.645	0.053	2	unresolved			0	0	0.0	0	2840161	50370	0.017735	0.003414	2856413	478	8177	71.978
GCA_977000925.1	agree_clean	99.94469	3.0343504	99.83	0.17	1814709	39	1796647	0.995	Actinomycetota	94.14	3.853	4	unresolved			0	0	0.0	0	1813383	1793	0.000989	0.000512	1814709	39	179325	49.308
GCA_977045845.1	agree_clean	99.91164	0.38119853	99.98	2.99	5035486	34	5035486	0.0	Bacteroidota	100.0	0.0	1	unresolved			0	0	0.0	0	5034330	106326	0.02112	0.002515	5035486	34	187112	43.133
GCA_977054245.1	agree_clean	99.84681	0.014382601	95.79	0.09	1527591	66	1312051	14.11	Pseudomonadota	33.273	34.759	11	unresolved			0	0	0.0	0	1525347	499	0.000327	0.000195	1527591	66	35854	47.908
GCA_977056595.1	agree_clean	99.97346	0.5888313	98.11	1.22	2732764	165	2477212	9.351	Bacillota	66.735	14.522	8	unresolved			0	0	0.0	0	2727110	1677	0.000615	0.000243	2732764	165	25148	49.421
GCA_977074955.1	agree_clean	99.934555	1.2764782	99.52	0.62	1667982	31	1667982	0.0	Bacillota	100.0	0.0	1	unresolved			0	0	0.0	0	1666928	22148	0.013287	0.012547	1667982	31	104583	35.863
GCA_977075605.1	agree_clean	99.95297	0.45925677	99.51	0.09	2684699	72	2594770	3.35	Bacillota	52.973	28.808	5	unresolved			0	0	0.0	0	2682251	1981	0.000739	0.000368	2684699	72	61409	45.147
GCA_977085625.1	disagreement_141	88.82126	4.40948	97.79	0.7	1920175	42	1839741	4.189	Pseudomonadota	84.228	1.442	3	unresolved			0	0	0.0	0	1918747	1158	0.000604	0.000285	1920175	42	81058	47.108
GCA_977552645.1	disagreement_141	83.88056	4.343486	97.81	0.07	2309429	77	2223028	3.741	Pseudomonadota	91.78	3.601	5	unresolved			0	0	0.0	0	2303461	1946	0.000845	0.00029	2309429	77	63746	40.816
GCA_977575645.1	v5hq_only	91.91181	0.29132962	89.77	2.7	1488147	47	1414916	4.921	Bacteroidota	63.781	12.487	8	unresolved			0	0	0.0	0	1484093	893	0.000602	0.000245	1488147	47	67870	27.384
GCA_977576075.1	agree_clean	99.94473	0.0021189451	91.72	0.26	3470188	128	3151594	9.181	Bacteroidota	49.904	14.48	6	unresolved			0	0	0.0	0	3464766	1174	0.000339	0.000216	3470188	128	42096	42.446
GCA_977581115.1	agree_clean	98.65866	0.036117435	90.81	0.01	1621551	37	1573987	2.933	Bacteroidota	92.463	4.604	4	unresolved			0	0	0.0	0	1616809	1152	0.000713	0.000146	1621551	37	82783	39.979
GCA_977587715.1	disagreement_141	88.11548	29.642687	91.23	0.41	6628815	251	5937413	10.43	Pseudomonadota	30.38	39.316	15	unresolved			0	0	0.0	0	6619389	2217	0.000335	0.000193	6628815	251	45972	62.984
GCA_977589185.1	agree_clean	99.43086	3.7263603	93.52	0.43	1942409	50	1880465	3.189	Pseudomonadota	89.478	3.034	4	unresolved			0	0	0.0	0	1937779	775	0.0004	0.000174	1942409	50	70786	50.85
GCA_977590685.1	v5hq_only	98.813965	4.1910353	74.47	3.25	3382741	1050	1145028	66.151	Pseudomonadota	12.066	15.567	19	unresolved			0	0	0.0	0	3345307	1365	0.000408	0.000934	3382741	1050	3628	58.613
GCA_977600635.1	disagreement_141	61.801643	0.04428625	93.08	1.04	2117329	272	1243048	41.292	Bacteroidota	13.3	40.294	16	unresolved			0	0	0.0	0	2107323	644	0.000306	0.000389	2117329	272	9326	33.16
GCA_977611975.1	v5hq_only	99.827576	1.2263954	86.0	1.64	3266997	333	2548022	22.007	Pseudomonadota	28.642	33.637	18	unresolved			0	0	0.0	0	3245537	1523	0.000469	0.000389	3266997	333	13652	59.566
GCA_977613245.1	agree_clean	99.95448	2.725181	97.67	0.44	827384	43	584607	29.343	Bacillota	19.157	41.26	7	unresolved			0	0	0.0	0	824448	122	0.000148	0.00012	827384	43	28189	42.283
GCA_977879445.1	disagreement_141	98.92793	24.105246	92.63	1.53	3609840	1	3609840	0.0	Actinomycetota	100.0	0.0	1	unresolved			0	0	0.0	0	3609806	2088	0.000578	1.8e-05	3609840	1	3609840	64.143
GCA_977879495.1	agree_clean	99.351364	0.8120805	99.98	0.66	5677623	1	5677623	0.0	Acidobacteriota	100.0	0.0	1	unresolved			0	0	0.0	0	5677589	2731	0.000481	2.4e-05	5677623	1	5677623	59.927
GCA_977885655.1	agree_clean	99.63575	0.049695373	99.34	0.15	2074495	93	1909618	7.948	Bacillota	63.015	14.848	6	unresolved			0	0	0.0	0	2071333	883	0.000426	0.000245	2074495	93	33416	45.077
GCA_977892145.1	agree_clean	99.91966	1.2581617	95.78	3.64	3985377	335	3498325	12.221	Pseudomonadota	30.736	41.904	13	unresolved			0	0	0.0	0	3973987	2865	0.000721	0.000366	3985377	335	18167	60.162
GCA_977892965.1	agree_clean	97.73976	0.4432112	98.23	1.08	2604347	95	2553996	1.933	Bacillota	90.245	4.473	4	unresolved			0	0	0.0	0	2601117	4547	0.001748	0.000334	2604347	95	44794	58.389
GCA_977893235.1	agree_clean	99.969955	2.7103992	99.83	0.05	2324297	132	2303261	0.905	Bacteroidota	93.889	5.14	8	unresolved			0	0	0.0	0	2319809	11498	0.004956	0.003572	2324297	132	39390	52.171
GCA_977925875.1	agree_clean	99.80542	1.9067407	97.58	2.28	4250982	3	4250982	0.0	Pseudomonadota	97.692	1.438	2	unresolved			0	0	0.0	0	4250880	1888	0.000444	2.4e-05	4250982	3	4152866	63.233
GCA_977974145.1	agree_clean	96.89125	0.039073825	99.9	0.24	2833643	57	2805606	0.989	Bacillota	92.047	3.095	5	unresolved			0	0	0.0	0	2831705	2213	0.000782	0.000236	2833643	57	103421	32.17
GCA_980299275.1	agree_clean	99.87012	0.88700354	99.96	0.96	3582336	20	3582336	0.0	Pseudomonadota	100.0	0.0	1	unresolved			0	0	0.0	0	3581388	12921	0.003608	0.000363	3582336	20	249535	66.135
GCA_980315005.1	disagreement_141	74.899536	0.44040084	93.62	3.94	2594901	408	2291602	11.688	Pseudomonadota	78.533	8.062	6	unresolved			0	0	0.0	0	2580541	4499	0.001743	0.000683	2594901	408	8564	66.813
GCA_980363365.1	disagreement_141	82.906784	0.08375049	98.79	0.39	3063506	89	2989064	2.43	Pseudomonadota	90.2	2.322	4	unresolved			0	0	0.0	0	3057578	2757	0.000902	0.000237	3063506	89	62365	64.295
GCA_980379555.1	v5hq_only	94.035484	0.0020742416	85.39	0.04	3802227	234	3481726	8.429	Pseudomonadota	32.091	30.08	16	unresolved			0	0	0.0	0	3792933	2056	0.000542	0.000363	3802227	234	25228	66.001
GCA_980407145.1	disagreement_141	99.35915	5.0718966	94.05	1.72	1712918	110	1582700	7.602	Bacillota	56.94	17.284	8	unresolved			0	0	0.0	0	1707302	1108	0.000649	0.000374	1712918	110	36257	27.686
GCA_980581105.1	disagreement_141	97.301735	6.7766247	91.31	3.07	7311075	2183	6142386	15.985	Myxococcota	64.616	14.405	15	unresolved			0	0	0.0	0	7226675	20064	0.002776	0.001367	7311075	2183	3812	70.111
GCA_981630225.1	agree_clean	99.90678	3.6467493	98.43	2.13	2317345	47	2315617	0.075	Bacillota	98.696	1.23	2	unresolved			0	0	0.0	0	2315747	7346	0.003172	0.001538	2317345	47	69997	56.453
GCA_981816755.1	v5hq_only	99.62338	0.53743124	82.57	2.74	2168090	662	2061689	4.908	Pseudomonadota	94.529	0.443	2	unresolved			0	0	0.0	0	2145582	26039	0.012136	0.01216	2168090	662	3613	56.063
GCA_982262265.1	agree_clean	99.94176	0.2104044	97.26	1.14	2435772	71	2435772	0.0	Bacillota	100.0	0.0	1	unresolved			0	0	0.0	0	2433358	49623	0.020393	0.000775	2435772	71	67677	57.189
GCA_982264465.1	agree_clean	97.42847	3.6516757	91.15	3.4	1818873	352	1028793	43.438	Pseudomonadota	41.955	10.741	11	unresolved			0	0	0.0	0	1806905	794	0.000439	0.000499	1818873	352	6764	49.554
