genome_id	ref_index	error_type	error_rate	error_rate_pct	net_mass_lost	total_ratio	l1_relative	cosine_similarity_to_control	n_selected_kmers_lost	normalised_l2_per_dim	summary_normalised_l2_per_dim	predicted_kmer_position_corruption_1_minus_1mp9	summary_delta_log10_total_kmer_count	summary_delta_total_kmer_sum	summary_delta_unique_kmer_count	summary_delta_duplicate_kmer_count	summary_delta_kmer_entropy	summary_delta_unique_kmer_ratio	summary_delta_duplicate_kmer_ratio
G_r006_substitution_0p1pct	6	substitution	0.001	0.1	0.007734	0.998622	0.014091	0.999769	2	0.041226	0.018695	0.008964	-0.0006	-0.0006	-0.04348	0.02353	0.00071	-0.00026	0.00107
G_r006_substitution_0p5pct	6	substitution	0.005	0.5	0.025067	0.992806	0.042939	0.998875	4	0.093194	0.25222	0.04411	-0.00314	-0.00314	0.65217	0.14118	0.00281	0.00384	-0.00091
G_r006_substitution_1pct	6	substitution	0.01	1.0	0.040872	0.982817	0.06456	0.997889	23	0.134233	0.219209	0.086483	-0.00753	-0.00753	0.56522	0.12941	0.00486	0.00333	-0.00058
G_r006_substitution_2pct	6	substitution	0.02	2.0	0.066434	0.965562	0.098431	0.995594	30	0.185236	0.29703	0.166252	-0.01522	-0.01522	0.69565	0.36471	0.01159	0.0041	0.0056
G_r006_substitution_5pct	6	substitution	0.05	5.0	0.124616	0.918835	0.168068	0.988339	46	0.280595	0.805931	0.369751	-0.03676	-0.03676	1.86957	1.02353	0.02638	0.01101	0.01634
G_r006_substitution_titv_0p1pct	6	substitution_titv	0.001	0.1	0.007227	0.998501	0.012955	0.999791	3	0.042346	0.037382	0.008964	-0.00065	-0.00065	0.08696	-0.04706	0.00056	0.00051	-0.00215
G_r006_substitution_titv_0p5pct	6	substitution_titv	0.005	0.5	0.025078	0.992635	0.04279	0.998879	5	0.094958	0.259526	0.04411	-0.00321	-0.00321	0.6087	0.31765	0.00302	0.00359	0.00486
G_r006_substitution_titv_1pct	6	substitution_titv	0.01	1.0	0.039973	0.984123	0.064069	0.997841	20	0.132735	0.30766	0.086483	-0.00695	-0.00695	0.78261	0.22353	0.00494	0.00461	0.00057
G_r006_substitution_titv_2pct	6	substitution_titv	0.02	2.0	0.061567	0.971725	0.094858	0.995747	31	0.183587	0.467215	0.166252	-0.01246	-0.01246	1.08696	0.58823	0.00978	0.0064	0.00931
G_r006_substitution_titv_5pct	6	substitution_titv	0.05	5.0	0.123552	0.92146	0.168564	0.987934	48	0.282046	0.708275	0.369751	-0.03552	-0.03552	1.65217	0.88235	0.0233	0.00973	0.01376
G_r006_indel_0p1pct	6	indel	0.001	0.1	0.00688	0.998164	0.011924	0.999812	4	0.039357	0.02423		-0.0008	-0.0008	-0.04348	0.04706	0.00053	-0.00026	0.0018
G_r006_indel_0p5pct	6	indel	0.005	0.5	0.022669	0.992701	0.038038	0.999078	7	0.085664	0.068121		-0.00318	-0.00318	0.17391	0.04706	0.00148	0.00102	5e-05
G_r006_indel_1pct	6	indel	0.01	1.0	0.035833	0.987006	0.058672	0.998162	20	0.123938	0.077454		-0.00568	-0.00568	0.04348	0.2	0.00223	0.00026	0.0058
G_r006_indel_2pct	6	indel	0.02	2.0	0.058948	0.970821	0.088717	0.99629	54	0.175052	0.329033		-0.01286	-0.01286	-0.86957	0.03529	0.00499	-0.00512	0.00811
G_r006_indel_5pct	6	indel	0.05	5.0	0.1138	0.925467	0.153068	0.990023	43	0.268073	0.429694		-0.03364	-0.03364	1.08696	0.32941	0.01281	0.0064	0.00137
G_r006_chimera_5pct	6	chimera	0.05	5.0	0.0	1.0	0.0	1.0	0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r006_chimera_10pct	6	chimera	0.1	10.0	0.0	1.0	0.0	1.0	0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r006_chimera_20pct	6	chimera	0.2	20.0	0.0	1.0	0.0	1.0	0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r006_chimera_40pct	6	chimera	0.4	40.0	0.0	1.0	0.0	1.0	0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r006_uneven_coverage_5pct	6	uneven_coverage	0.05	5.0	0.0	1.046103	0.046103	0.999446	0	0.07358	0.089589		0.01957	0.01957	0.0	0.23529	0.0011	0.0	0.00724
G_r006_uneven_coverage_10pct	6	uneven_coverage	0.1	10.0	0.0	1.098012	0.098012	0.998989	0	0.121705	0.157212		0.04061	0.04061	0.0	0.41176	0.00117	0.0	0.01267
G_r006_uneven_coverage_20pct	6	uneven_coverage	0.2	20.0	0.0	1.200406	0.200406	0.998583	0	0.203995	0.191598		0.07933	0.07933	0.0	0.49412	0.00031	0.0	0.0152
G_r006_uneven_coverage_40pct	6	uneven_coverage	0.4	40.0	0.0	1.393805	0.393805	0.998317	0	0.33694	0.469048		0.1442	0.1442	0.0	1.22353	-0.00402	0.0	0.03764
G_r007_substitution_0p1pct	7	substitution	0.001	0.1	0.006903	0.998203	0.01201	0.999912	4	0.052008	0.052414	0.008964	-0.00078	-0.00078	0.13043	0.04706	0.001	0.00077	0.00042
G_r007_substitution_0p5pct	7	substitution	0.005	0.5	0.022436	0.99167	0.036542	0.999563	14	0.117873	0.21066	0.04411	-0.00363	-0.00363	0.34783	0.43529	0.00588	0.00205	0.01067
G_r007_substitution_1pct	7	substitution	0.01	1.0	0.037324	0.982534	0.057181	0.999093	38	0.166253	0.501219	0.086483	-0.00765	-0.00765	1.0	0.87059	0.01044	0.00589	0.01888
G_r007_substitution_2pct	7	substitution	0.02	2.0	0.062193	0.966627	0.091012	0.997817	50	0.223936	0.618866	0.166252	-0.01474	-0.01474	1.43478	0.78824	0.01955	0.00845	0.01288
G_r007_substitution_5pct	7	substitution	0.05	5.0	0.128028	0.91511	0.171166	0.993277	53	0.344602	1.631143	0.369751	-0.03853	-0.03853	3.47826	2.55294	0.05114	0.02049	0.05072
G_r007_substitution_titv_0p1pct	7	substitution_titv	0.001	0.1	0.00655	0.998066	0.011166	0.999917	6	0.050819	0.039688	0.008964	-0.00084	-0.00084	0.08696	0.05882	0.00114	0.00051	0.00112
G_r007_substitution_titv_0p5pct	7	substitution_titv	0.005	0.5	0.022536	0.991882	0.036954	0.999533	16	0.115733	0.220158	0.04411	-0.00354	-0.00354	0.52174	0.25882	0.00594	0.00307	0.00384
G_r007_substitution_titv_1pct	7	substitution_titv	0.01	1.0	0.037449	0.983719	0.058616	0.999052	22	0.163106	0.555133	0.086483	-0.00713	-0.00713	1.26087	0.75294	0.0129	0.00743	0.01318
G_r007_substitution_titv_2pct	7	substitution_titv	0.02	2.0	0.06302	0.967479	0.09352	0.997655	50	0.226667	0.841267	0.166252	-0.01436	-0.01436	1.52174	1.62353	0.02546	0.00896	0.03788
G_r007_substitution_titv_5pct	7	substitution_titv	0.05	5.0	0.126148	0.9225	0.174796	0.992115	59	0.355804	1.491486	0.369751	-0.03503	-0.03503	2.95652	2.61176	0.05841	0.01741	0.05671
G_r007_indel_0p1pct	7	indel	0.001	0.1	0.005568	0.998341	0.009478	0.999934	6	0.046031	0.06442		-0.00072	-0.00072	-0.04348	0.16471	0.0007	-0.00026	0.00543
G_r007_indel_0p5pct	7	indel	0.005	0.5	0.018739	0.993184	0.030662	0.999648	10	0.100355	0.147434		-0.00297	-0.00297	0.34783	0.17647	0.00209	0.00205	0.00268
G_r007_indel_1pct	7	indel	0.01	1.0	0.031252	0.985374	0.047878	0.99928	32	0.142171	0.130106		-0.0064	-0.0064	0.04348	0.34118	0.00403	0.00026	0.01019
G_r007_indel_2pct	7	indel	0.02	2.0	0.051388	0.973218	0.075995	0.998383	44	0.201019	0.5102		-0.01179	-0.01179	1.08696	0.8	0.00889	0.0064	0.01601
G_r007_indel_5pct	7	indel	0.05	5.0	0.105255	0.930854	0.141365	0.995304	64	0.317821	0.872676		-0.03112	-0.03112	1.82609	1.41176	0.01964	0.01076	0.02893
G_r007_chimera_5pct	7	chimera	0.05	5.0	0.0	1.0	0.0	1.0	0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r007_chimera_10pct	7	chimera	0.1	10.0	0.0	1.0	0.0	1.0	0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r007_chimera_20pct	7	chimera	0.2	20.0	0.0	1.000004	4e-06	1.0	0	0.001645	2e-06		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r007_chimera_40pct	7	chimera	0.4	40.0	0.0	1.0	0.0	1.0	0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r007_uneven_coverage_5pct	7	uneven_coverage	0.05	5.0	0.0	1.055235	0.055235	0.999736	0	0.079752	0.076654		0.02335	0.02335	0.0	0.2	-0.00164	0.0	0.00618
G_r007_uneven_coverage_10pct	7	uneven_coverage	0.1	10.0	0.0	1.104602	0.104602	0.999498	0	0.123002	0.117965		0.04321	0.04321	0.0	0.30588	-0.00481	0.0	0.00945
G_r007_uneven_coverage_20pct	7	uneven_coverage	0.2	20.0	0.0	1.166824	0.166824	0.997378	0	0.175381	0.05739		0.06701	0.06701	0.0	0.11765	-0.01491	0.0	0.00363
G_r007_uneven_coverage_40pct	7	uneven_coverage	0.4	40.0	0.0	1.41922	0.41922	0.998115	0	0.365437	0.287581		0.15205	0.15205	0.0	0.72941	-0.01141	0.0	0.02252
G_r008_substitution_0p1pct	8	substitution	0.001	0.1	0.005705	0.99818	0.009591	0.999961	0	0.042525	0.082651	0.008964	-0.00079	-0.00079	0.21739	0.02353	0.00149	0.00128	-0.00106
G_r008_substitution_0p5pct	8	substitution	0.005	0.5	0.019864	0.990023	0.029751	0.99976	1	0.104	0.195983	0.04411	-0.00435	-0.00435	0.43478	0.28235	0.00603	0.00256	0.00504
G_r008_substitution_1pct	8	substitution	0.01	1.0	0.034725	0.979209	0.04866	0.999485	0	0.14695	0.438581	0.086483	-0.00912	-0.00912	1.0	0.58824	0.01255	0.00589	0.00972
G_r008_substitution_2pct	8	substitution	0.02	2.0	0.061079	0.958304	0.080461	0.998765	8	0.211828	0.471454	0.166252	-0.0185	-0.0185	1.04348	0.68235	0.02364	0.00615	0.01222
G_r008_substitution_5pct	8	substitution	0.05	5.0	0.131987	0.898319	0.162292	0.99479	1	0.345777	0.801876	0.369751	-0.04657	-0.04657	1.73913	1.21176	0.05603	0.01024	0.02259
G_r008_substitution_titv_0p1pct	8	substitution_titv	0.001	0.1	0.006105	0.997714	0.009924	0.99996	0	0.04579	0.074748	0.008964	-0.00099	-0.00099	0.17391	0.09412	0.00129	0.00102	0.00144
G_r008_substitution_titv_0p5pct	8	substitution_titv	0.005	0.5	0.019792	0.99032	0.029904	0.999768	1	0.10143	0.222175	0.04411	-0.00422	-0.00422	0.52174	0.27059	0.00651	0.00307	0.00397
G_r008_substitution_titv_1pct	8	substitution_titv	0.01	1.0	0.034004	0.979931	0.047938	0.999489	3	0.149726	0.405846	0.086483	-0.0088	-0.0088	0.91304	0.56471	0.0125	0.00538	0.00971
G_r008_substitution_titv_2pct	8	substitution_titv	0.02	2.0	0.060232	0.961083	0.081548	0.998636	3	0.21963	0.667265	0.166252	-0.01724	-0.01724	1.52174	0.89412	0.02585	0.00896	0.01473
G_r008_substitution_titv_5pct	8	substitution_titv	0.05	5.0	0.128361	0.906096	0.162817	0.994075	1	0.359093	0.843836	0.369751	-0.04283	-0.04283	1.78261	1.34118	0.05921	0.0105	0.02615
G_r008_indel_0p1pct	8	indel	0.001	0.1	0.005206	0.997767	0.008179	0.999969	2	0.040785	0.034053		-0.00097	-0.00097	0.08696	0.02353	0.00044	0.00051	1e-05
G_r008_indel_0p5pct	8	indel	0.005	0.5	0.017352	0.990651	0.025355	0.999822	4	0.088916	0.181006		-0.00408	-0.00408	0.47826	0.02353	0.00201	0.00282	-0.00319
G_r008_indel_1pct	8	indel	0.01	1.0	0.030736	0.98019	0.041663	0.999602	4	0.130011	0.240868		-0.00869	-0.00869	0.6087	0.18824	0.00359	0.00359	0.00076
G_r008_indel_2pct	8	indel	0.02	2.0	0.05425	0.960995	0.069495	0.999071	4	0.179873	0.402002		-0.01728	-0.01728	0.86957	0.61176	0.00922	0.00512	0.0115
G_r008_indel_5pct	8	indel	0.05	5.0	0.114537	0.909696	0.138771	0.996698	5	0.300812	0.579732		-0.0411	-0.0411	1.34783	0.72941	0.01956	0.00794	0.01116
G_r008_chimera_5pct	8	chimera	0.05	5.0	0.0	1.0	0.0	1.0	0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r008_chimera_10pct	8	chimera	0.1	10.0	0.0	1.000004	4e-06	1.0	0	0.000638	1e-06		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r008_chimera_20pct	8	chimera	0.2	20.0	0.0	1.00001	1e-05	1.0	0	0.000707	3e-06		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r008_chimera_40pct	8	chimera	0.4	40.0	0.0	1.000035	3.5e-05	1.0	0	0.005194	1.3e-05		1e-05	2e-05	0.0	0.0	3e-05	0.0	0.0
G_r008_uneven_coverage_5pct	8	uneven_coverage	0.05	5.0	0.0	1.047556	0.047556	0.999875	0	0.079537	0.014045		0.02018	0.02018	0.0	0.02353	0.00352	0.0	0.00072
G_r008_uneven_coverage_10pct	8	uneven_coverage	0.1	10.0	0.0	1.110915	0.110915	0.999614	0	0.110769	0.028329		0.04568	0.04568	0.0	0.03529	-0.01405	0.0	0.00107
G_r008_uneven_coverage_20pct	8	uneven_coverage	0.2	20.0	0.0	1.201548	0.201548	0.999494	0	0.199405	0.071889		0.07974	0.07974	0.0	0.15294	-0.00682	0.0	0.00466
G_r008_uneven_coverage_40pct	8	uneven_coverage	0.4	40.0	0.0	1.399084	0.399084	0.999461	0	0.349927	0.11176		0.14584	0.14584	0.0	0.21176	-0.00246	0.0	0.00645
G_r009_substitution_0p1pct	9	substitution	0.001	0.1	0.007386	0.997722	0.012494	0.999825	0	0.034153	0.035476	0.008964	-0.00099	-0.00099	0.08696	0.03529	0.00044	0.00051	0.00036
G_r009_substitution_0p5pct	9	substitution	0.005	0.5	0.022454	0.992206	0.037113	0.999126	4	0.073596	0.089561	0.04411	-0.0034	-0.0034	0.21739	0.09412	0.00223	0.00128	0.00109
G_r009_substitution_1pct	9	substitution	0.01	1.0	0.035527	0.983686	0.054739	0.998299	7	0.102793	0.153275	0.086483	-0.00714	-0.00714	0.3913	0.10588	0.00388	0.0023	3e-05
G_r009_substitution_2pct	9	substitution	0.02	2.0	0.058871	0.967125	0.084867	0.996324	7	0.147186	0.339645	0.166252	-0.01452	-0.01452	0.82609	0.35294	0.00807	0.00487	0.00399
G_r009_substitution_5pct	9	substitution	0.05	5.0	0.112124	0.922406	0.146654	0.990486	6	0.229455	0.436979	0.369751	-0.03508	-0.03508	0.95652	0.64706	0.02011	0.00563	0.01186
G_r009_substitution_titv_0p1pct	9	substitution_titv	0.001	0.1	0.006259	0.999181	0.0117	0.999843	1	0.032243	0.031343	0.008964	-0.00036	-0.00036	0.04348	0.07059	0.00025	0.00026	0.00179
G_r009_substitution_titv_0p5pct	9	substitution_titv	0.005	0.5	0.022149	0.991774	0.036072	0.999177	5	0.072739	0.049344	0.04411	-0.00359	-0.00359	0.13043	0.0	0.00168	0.00077	-0.00106
G_r009_substitution_titv_1pct	9	substitution_titv	0.01	1.0	0.037058	0.982144	0.056261	0.998216	5	0.105177	0.166162	0.086483	-0.00782	-0.00782	0.3913	0.2	0.00379	0.0023	0.00289
G_r009_substitution_titv_2pct	9	substitution_titv	0.02	2.0	0.057929	0.967813	0.083671	0.996467	4	0.145762	0.326458	0.166252	-0.01421	-0.01421	0.78261	0.36471	0.00942	0.00461	0.00471
G_r009_substitution_titv_5pct	9	substitution_titv	0.05	5.0	0.11323	0.919391	0.145852	0.990688	5	0.233574	0.595099	0.369751	-0.0365	-0.0365	1.26087	0.94118	0.01846	0.00743	0.0183
G_r009_indel_0p1pct	9	indel	0.001	0.1	0.006509	0.998565	0.011583	0.999842	3	0.032926	0.004463		-0.00062	-0.00062	0.0	-0.01176	0.00038	0.0	-0.00036
G_r009_indel_0p5pct	9	indel	0.005	0.5	0.020908	0.992055	0.033872	0.999257	2	0.067586	0.106431		-0.00346	-0.00346	0.26087	0.10588	0.00141	0.00154	0.00109
G_r009_indel_1pct	9	indel	0.01	1.0	0.032793	0.985179	0.050765	0.998491	7	0.096529	0.117924		-0.00648	-0.00648	0.21739	0.22353	0.00268	0.00128	0.00503
G_r009_indel_2pct	9	indel	0.02	2.0	0.053982	0.969139	0.077104	0.996854	12	0.137476	0.137857		-0.01361	-0.01361	0.30435	0.2	0.00425	0.00179	0.0036
G_r009_indel_5pct	9	indel	0.05	5.0	0.100911	0.928785	0.130607	0.992166	12	0.212127	0.270243		-0.03208	-0.03208	0.56522	0.43529	0.01102	0.00333	0.00862
G_r009_chimera_5pct	9	chimera	0.05	5.0	0.0	1.0	0.0	1.0	0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r009_chimera_10pct	9	chimera	0.1	10.0	0.0	1.0	0.0	1.0	0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r009_chimera_20pct	9	chimera	0.2	20.0	0.0	1.0	0.0	1.0	0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r009_chimera_40pct	9	chimera	0.4	40.0	0.0	1.000007	7e-06	1.0	0	0.000786	2e-06		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r009_uneven_coverage_5pct	9	uneven_coverage	0.05	5.0	0.0	1.0512	0.0512	0.999537	0	0.069333	0.029101		0.02169	0.02169	0.0	0.07059	0.00026	0.0	0.00215
G_r009_uneven_coverage_10pct	9	uneven_coverage	0.1	10.0	0.0	1.100815	0.100815	0.999041	0	0.109764	0.026019		0.04171	0.04171	0.0	0.03529	-0.00345	0.0	0.00107
G_r009_uneven_coverage_20pct	9	uneven_coverage	0.2	20.0	0.0	1.19054	0.19054	0.998546	0	0.196847	0.085783		0.07574	0.07574	0.0	0.2	0.00056	0.0	0.00609
G_r009_uneven_coverage_40pct	9	uneven_coverage	0.4	40.0	0.0	1.397013	0.397013	0.998516	0	0.353942	0.17797		0.1452	0.1452	0.0	0.42353	0.00165	0.0	0.01289
G_r010_substitution_0p1pct	10	substitution	0.001	0.1	0.006557	0.997818	0.010931	0.999896	0	0.02693	0.000544	0.008964	-0.00095	-0.00095	0.0	0.0	0.00052	0.0	0.0
G_r010_substitution_0p5pct	10	substitution	0.005	0.5	0.022255	0.988132	0.032641	0.999439	0	0.061658	0.01366	0.04411	-0.00519	-0.00519	0.0	0.03529	0.00235	0.0	0.00107
G_r010_substitution_1pct	10	substitution	0.01	1.0	0.03573	0.978942	0.050403	0.998765	0	0.089359	0.018576	0.086483	-0.00924	-0.00924	0.0	0.04706	0.00529	0.0	0.00143
G_r010_substitution_2pct	10	substitution	0.02	2.0	0.060759	0.958206	0.079724	0.997289	0	0.126966	0.020799	0.166252	-0.01854	-0.01854	0.0	0.04706	0.01113	0.0	0.00143
G_r010_substitution_5pct	10	substitution	0.05	5.0	0.126813	0.897851	0.151477	0.991761	0	0.209165	0.032145	0.369751	-0.0468	-0.0468	0.0	0.04706	0.02524	0.0	0.00143
G_r010_substitution_titv_0p1pct	10	substitution_titv	0.001	0.1	0.006419	0.997918	0.010756	0.999898	0	0.025891	0.000522	0.008964	-0.00091	-0.00091	0.0	0.0	0.00052	0.0	0.0
G_r010_substitution_titv_0p5pct	10	substitution_titv	0.005	0.5	0.022154	0.988789	0.033097	0.999427	0	0.063766	0.002822	0.04411	-0.0049	-0.0049	0.0	0.0	0.00279	0.0	0.0
G_r010_substitution_titv_1pct	10	substitution_titv	0.01	1.0	0.036336	0.979042	0.051714	0.99873	0	0.09047	0.006995	0.086483	-0.0092	-0.0092	0.0	0.01176	0.00589	0.0	0.00036
G_r010_substitution_titv_2pct	10	substitution_titv	0.02	2.0	0.060768	0.958907	0.080443	0.997293	0	0.127409	0.020708	0.166252	-0.01822	-0.01822	0.0	0.04706	0.011	0.0	0.00143
G_r010_substitution_titv_5pct	10	substitution_titv	0.05	5.0	0.126021	0.902728	0.154769	0.990871	0	0.21555	0.03397	0.369751	-0.04444	-0.04444	0.0	0.05882	0.02577	0.0	0.00178
G_r010_indel_0p1pct	10	indel	0.001	0.1	0.006529	0.997367	0.010424	0.999899	0	0.026249	0.00063		-0.00115	-0.00114	0.0	0.0	0.00039	0.0	0.0
G_r010_indel_0p5pct	10	indel	0.005	0.5	0.020771	0.988384	0.029926	0.999517	0	0.057057	0.009328		-0.00507	-0.00507	0.0	0.02353	0.00186	0.0	0.00071
G_r010_indel_1pct	10	indel	0.01	1.0	0.034941	0.977383	0.047264	0.999003	1	0.083787	0.021871		-0.00994	-0.00993	-0.04348	0.03529	0.0036	-0.00026	0.00143
G_r010_indel_2pct	10	indel	0.02	2.0	0.059621	0.95604	0.075281	0.997755	0	0.118234	0.014043		-0.01952	-0.01952	0.0	0.02353	0.00799	0.0	0.00071
G_r010_indel_5pct	10	indel	0.05	5.0	0.122679	0.89819	0.143548	0.993024	1	0.202682	0.03544		-0.04663	-0.04663	-0.04348	0.04706	0.0183	-0.00026	0.00178
G_r010_chimera_5pct	10	chimera	0.05	5.0	0.0	1.0	0.0	1.0	0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r010_chimera_10pct	10	chimera	0.1	10.0	0.0	1.000005	5e-06	1.0	0	0.000487	1e-06		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r010_chimera_20pct	10	chimera	0.2	20.0	0.0	1.000005	5e-06	1.0	0	0.000198	1e-06		0.0	0.0	0.0	0.0	-0.0	0.0	0.0
G_r010_chimera_40pct	10	chimera	0.4	40.0	0.0	1.000007	7e-06	1.0	0	0.000922	2e-06		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r010_uneven_coverage_5pct	10	uneven_coverage	0.05	5.0	0.0	1.050615	0.050615	0.999678	0	0.065037	0.011462		0.02144	0.02144	0.0	0.0	-0.00024	0.0	0.0
G_r010_uneven_coverage_10pct	10	uneven_coverage	0.1	10.0	0.0	1.096522	0.096522	0.999403	0	0.112758	0.021849		0.04002	0.04002	0.0	0.01176	0.00044	0.0	0.00036
G_r010_uneven_coverage_20pct	10	uneven_coverage	0.2	20.0	0.0	1.200704	0.200704	0.999132	0	0.195029	0.042704		0.07944	0.07944	0.0	0.01176	-0.00256	0.0	0.00036
G_r010_uneven_coverage_40pct	10	uneven_coverage	0.4	40.0	0.0	1.404343	0.404343	0.997755	0	0.357925	0.079329		0.14747	0.14747	0.0	0.02353	-0.00111	0.0	0.00071
G_r011_substitution_0p1pct	11	substitution	0.001	0.1	0.006522	0.998601	0.011646	0.999898	4	0.047335	0.120411	0.008964	-0.00061	-0.00061	0.30435	0.09412	0.00126	0.00179	0.00053
G_r011_substitution_0p5pct	11	substitution	0.005	0.5	0.021229	0.992076	0.034534	0.999464	19	0.102083	0.282875	0.04411	-0.00346	-0.00346	0.6087	0.43529	0.00464	0.00359	0.00886
G_r011_substitution_1pct	11	substitution	0.01	1.0	0.034474	0.984661	0.053609	0.998913	36	0.152016	0.904467	0.086483	-0.00671	-0.00671	2.17391	1.0	0.00889	0.0128	0.01408
G_r011_substitution_2pct	11	substitution	0.02	2.0	0.058443	0.967952	0.084839	0.997526	75	0.209928	0.893313	0.166252	-0.01415	-0.01415	2.0	1.25882	0.01809	0.01178	0.02362
G_r011_substitution_5pct	11	substitution	0.05	5.0	0.120351	0.920334	0.161037	0.992485	96	0.324186	2.63065	0.369751	-0.03605	-0.03605	6.13043	3.29412	0.04428	0.03611	0.05406
G_r011_substitution_titv_0p1pct	11	substitution_titv	0.001	0.1	0.006151	0.999144	0.011446	0.999897	5	0.046712	0.039685	0.008964	-0.00037	-0.00037	0.08696	0.05882	0.00082	0.00051	0.00116
G_r011_substitution_titv_0p5pct	11	substitution_titv	0.005	0.5	0.020748	0.9928	0.034295	0.999492	26	0.105588	0.368498	0.04411	-0.00314	-0.00314	0.82609	0.51765	0.00449	0.00487	0.00971
G_r011_substitution_titv_1pct	11	substitution_titv	0.01	1.0	0.033839	0.986028	0.053705	0.99886	42	0.150354	0.547213	0.086483	-0.00611	-0.00611	1.17391	0.84706	0.00962	0.00691	0.0173
G_r011_substitution_titv_2pct	11	substitution_titv	0.02	2.0	0.055967	0.971891	0.083826	0.997545	74	0.21101	1.055057	0.166252	-0.01238	-0.01238	2.43478	1.36471	0.01905	0.01434	0.02345
G_r011_substitution_titv_5pct	11	substitution_titv	0.05	5.0	0.111842	0.930432	0.154115	0.992774	96	0.323611	2.726435	0.369751	-0.03132	-0.03132	6.43478	3.25882	0.04269	0.0379	0.05052
G_r011_indel_0p1pct	11	indel	0.001	0.1	0.005327	0.999126	0.00978	0.999914	4	0.042028	0.048441		-0.00038	-0.00038	0.08696	0.09412	0.00057	0.00051	0.00228
G_r011_indel_0p5pct	11	indel	0.005	0.5	0.018275	0.993364	0.029914	0.99956	19	0.093598	0.236865		-0.00289	-0.00289	0.56522	0.27059	0.00157	0.00333	0.00401
G_r011_indel_1pct	11	indel	0.01	1.0	0.029796	0.986506	0.046098	0.99911	54	0.13661	0.320002		-0.0059	-0.0059	0.6087	0.58823	0.00305	0.00359	0.01369
G_r011_indel_2pct	11	indel	0.02	2.0	0.051621	0.970682	0.073925	0.99804	73	0.186341	0.414096		-0.01292	-0.01292	1.0	0.44706	0.00769	0.00589	0.00609
G_r011_indel_5pct	11	indel	0.05	5.0	0.099611	0.932276	0.131498	0.994529	112	0.290898	1.607107		-0.03046	-0.03046	3.65217	2.17647	0.0171	0.02151	0.03911
G_r011_chimera_5pct	11	chimera	0.05	5.0	0.0	1.000004	4e-06	1.0	0	0.000219	1e-06		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r011_chimera_10pct	11	chimera	0.1	10.0	0.0	1.0	0.0	1.0	0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r011_chimera_20pct	11	chimera	0.2	20.0	0.0	1.0	0.0	1.0	0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r011_chimera_40pct	11	chimera	0.4	40.0	0.0	1.000021	2.1e-05	1.0	0	0.001873	6e-06		1e-05	1e-05	0.0	0.0	1e-05	0.0	0.0
G_r011_uneven_coverage_5pct	11	uneven_coverage	0.05	5.0	0.0	1.048774	0.048774	0.999735	0	0.068839	0.067643		0.02068	0.02068	0.0	0.17647	-0.00054	0.0	0.00558
G_r011_uneven_coverage_10pct	11	uneven_coverage	0.1	10.0	0.0	1.102925	0.102925	0.999328	0	0.118599	0.109169		0.04255	0.04255	0.0	0.28235	-0.00146	0.0	0.00893
G_r011_uneven_coverage_20pct	11	uneven_coverage	0.2	20.0	0.0	1.198872	0.198872	0.998946	0	0.200045	0.407032		0.07877	0.07877	0.0	1.07059	-0.00277	0.0	0.03385
G_r011_uneven_coverage_40pct	11	uneven_coverage	0.4	40.0	0.0	1.403352	0.403352	0.99867	0	0.342243	0.429906		0.14717	0.14717	0.0	1.11765	-0.00584	0.0	0.03534
G_r012_substitution_0p1pct	12	substitution	0.001	0.1	0.006681	0.997857	0.011219	0.999907	0	0.037506	0.008914	0.008964	-0.00093	-0.00093	0.0	-0.02353	0.00061	0.0	-0.00071
G_r012_substitution_0p5pct	12	substitution	0.005	0.5	0.023576	0.988597	0.03575	0.999469	1	0.082182	0.018945	0.04411	-0.00498	-0.00498	-0.04348	0.02353	0.00419	-0.00026	0.00107
