tier	group_key	draft_accession	complete_accession	organism	group	species_taxid	strain	draft_level	complete_level	draft_biosample	complete_biosample	draft_contigs	complete_contigs	draft_bp	complete_bp	size_ratio_draft_over_complete	draft_gc	complete_gc	draft_excluded_from_refseq	complete_excluded_from_refseq	draft_submitter	complete_submitter	draft_release_date	complete_release_date	n_complete_in_group	n_draft_in_group	draft_ftp	complete_ftp
same_biosample	SAMN02441730	GCA_000376125.1	GCA_002043005.1	Martelella mediterranea DSM 17316	bacteria	293089	strain=DSM 17316	Contig	Complete Genome	SAMN02441730	SAMN02441730	75	4	5643744	5693067	0.9913	62.500000	62.500000	na	na	DOE Joint Genome Institute	Leibniz Institute DSMZ	2013-04-20	2017-03-20	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/376/125/GCA_000376125.1_ASM37612v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/043/005/GCA_002043005.1_ASM204300v1/
same_biosample	SAMN02230271	GCA_000451025.1	GCA_000392535.3	Helicobacter pylori UM066	bacteria	210	strain=UM066	Contig	Complete Genome	SAMN02230271	SAMN02230271	34	1	1694163	1658047	1.0218	38.500000	38.500000	na	na	UM-UNSW-MGRC	University of Malaya	2013-08-20	2014-09-22	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/451/025/GCA_000451025.1_UM066_R_/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/392/535/GCA_000392535.3_ASM39253v3/
same_biosample	SAMD00036656	GCA_000400285.1	GCA_002887615.1	Vibrio jasicida 090810c	bacteria	766224	strain=090810c	Scaffold	Complete Genome	SAMD00036656	SAMD00036656	169	2	5954450	5989523	0.9941	45.000000	45.000000	na	na	University of Miyazaki	Academia Sinica	2013-05-15	2018-01-17	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/400/285/GCA_000400285.1_ASM40028v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/887/615/GCA_002887615.1_ASM288761v1/
same_biosample	SAMN02604192	GCA_003675955.1	GCA_000418455.1	Streptomyces rapamycinicus NRRL 5491	bacteria	1226757	strain=NRRL 5491	Contig	Chromosome	SAMN02604192	SAMN02604192	4	394	12663199	12700734	0.9970	71.000000	71.000000	na	na	Novartis AG	University of Kaiserslautern	2018-10-23	2013-07-08	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/675/955/GCA_003675955.1_ASM367595v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/418/455/GCA_000418455.1_ASM41845v1/
same_biosample	SAMN02304133	GCA_000461895.1	GCA_011212705.1	Vibrio coralliilyticus OCN008	bacteria	190893	strain=OCN008	Contig	Complete Genome	SAMN02304133	SAMN02304133	210	3	5534904	5634694	0.9823	45.500000	46.000000	annotation fails completeness check; many frameshifted proteins	na	University of Hawaii	Indiana University	2013-08-29	2020-03-12	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/461/895/GCA_000461895.1_OCN008/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/212/705/GCA_011212705.1_ASM1121270v1/
same_biosample	SAMD00041832	GCA_000466945.1	GCA_003860345.1	Caenibius tardaugens NBRC 16725	bacteria	169176	strain=NBRC 16725	Contig	Complete Genome	SAMD00041832	SAMD00041832	54	1	4291514	4358096	0.9847	61.500000	61.000000	na	na	National Institute of Technology and Evaluation	CSIC	2013-09-09	2018-12-04	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/466/945/GCA_000466945.1_ASM46694v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/860/345/GCA_003860345.1_ASM386034v1/
same_biosample	SAMD00011324	GCA_000474175.2	GCA_015074805.1	Sphingobium fuliginis	bacteria	336203	strain=KK22	Contig	Complete Genome	SAMD00011324	SAMD00011324	252	4	4916601	4984172	0.9864	64.500000	64.500000	na	na	Japan Agency for Marine-Earth Science and Technology	Yokohama City University	2015-01-05	2020-10-29	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/474/175/GCA_000474175.2_ASM47417v2/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/074/805/GCA_015074805.1_ASM1507480v1/
same_biosample	SAMN02138554	GCA_000474785.1	GCA_018074945.1	Enterobacter sp. MGH 14	bacteria	1329823	strain=MGH 14	Contig	Complete Genome	SAMN02138554	SAMN02138554	8	9	5506631	5481241	1.0046	55.000000	54.500000	na	na	Broad Institute	Broad Institute	2013-10-18	2021-04-19	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/474/785/GCA_000474785.1_Ente_cloa_complex_MGH_14_V1_PacBio/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/074/945/GCA_018074945.1_ASM1807494v1/
same_biosample	SAMN02364109	GCA_000485945.1	GCA_049942905.1	Franconibacter helveticus 513	bacteria	357240	strain=513	Contig	Complete Genome	SAMN02364109	SAMN02364109	377	4	4841867	4952231	0.9777	55.500000	55.500000	na	na	OARSA, CFSAN	FDA/CFSAN	2013-10-29	2025-04-27	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/485/945/GCA_000485945.1_Ehel513.sqn/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/049/942/905/GCA_049942905.1_z513/
same_biosample	SAMN02369275	GCA_000485965.1	GCA_049942875.1	Franconibacter pulveris 1160	bacteria	435910	strain=1160	Contig	Complete Genome	SAMN02369275	SAMN02369275	137	3	4811103	4882495	0.9854	56.500000	56.500000	na	unverified source organism	OARSA, CFSAN	FDA/CFSAN	2013-10-29	2025-04-27	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/485/965/GCA_000485965.1_Epul1160/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/049/942/875/GCA_049942875.1_z1160/
same_biosample	SAMN02369274	GCA_000485985.1	GCA_049942925.1	Franconibacter pulveris 601	bacteria	435910	strain=601	Contig	Complete Genome	SAMN02369274	SAMN02369274	252	1	4708624	4755566	0.9901	56.500000	56.500000	na	unverified source organism	OARSA, CFSAN	FDA/CFSAN	2013-10-29	2025-04-27	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/485/985/GCA_000485985.1_Epul601/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/049/942/925/GCA_049942925.1_z601/
same_biosample	SAMN02364110	GCA_000486005.1	GCA_049942935.1	Franconibacter helveticus 1159	bacteria	357240	strain=1159	Contig	Complete Genome	SAMN02364110	SAMN02364110	161	4	4634506	4690958	0.9880	56.000000	56.000000	na	na	OARSA, CFSAN	FDA/CFSAN	2013-10-29	2025-04-27	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/486/005/GCA_000486005.1_Ehel1159.sqn/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/049/942/935/GCA_049942935.1_z1159/
same_biosample	SAMN01813423	GCA_000486565.1	GCA_018340135.1	Salmonella enterica subsp. enterica serovar Soerenga	bacteria	28901	strain=CFSAN001321	Contig	Complete Genome	SAMN01813423	SAMN01813423	204	2	4737668	4772851	0.9926	52.000000	52.000000	na	from large multi-isolate project	FDA	Center for Food Safety and Applied Nutrition	2013-10-28	2021-05-11	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/486/565/GCA_000486565.1_ASM48656v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/340/135/GCA_018340135.1_ASM1834013v1/
same_biosample	SAMN01805330	GCA_000486835.1	GCA_018339875.1	Salmonella enterica subsp. enterica serovar Meleagridis	bacteria	28901	strain=CFSAN001281	Contig	Complete Genome	SAMN01805330	SAMN01805330	193	1	4774749	4830889	0.9884	52.000000	52.000000	annotation fails completeness check; many frameshifted proteins	from large multi-isolate project	FDA	Center for Food Safety and Applied Nutrition	2013-10-28	2021-05-11	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/486/835/GCA_000486835.1_ASM48683v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/339/875/GCA_018339875.1_ASM1833987v1/
same_biosample	SAMN01823752	GCA_000486935.1	GCA_018339975.1	Salmonella enterica subsp. enterica serovar Miami str. 1923	bacteria	28901	strain=1923	Contig	Complete Genome	SAMN01823752	SAMN01823752	105	1	4660899	4730911	0.9852	52.000000	52.000000	na	from large multi-isolate project	FDA	Center for Food Safety and Applied Nutrition	2013-10-28	2021-05-11	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/486/935/GCA_000486935.1_ASM48693v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/339/975/GCA_018339975.1_ASM1833997v1/
same_biosample	SAMN01813422	GCA_000487235.1	GCA_018340175.1	Salmonella enterica subsp. enterica serovar Derby	bacteria	28901	strain=CFSAN001315	Contig	Complete Genome	SAMN01813422	SAMN01813422	261	2	4806549	4874183	0.9861	52.000000	52.000000	annotation fails completeness check	from large multi-isolate project	FDA	Center for Food Safety and Applied Nutrition	2013-10-28	2021-05-11	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/487/235/GCA_000487235.1_ASM48723v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/340/175/GCA_018340175.1_ASM1834017v1/
same_biosample	SAMN01813434	GCA_000487675.1	GCA_018340155.1	Salmonella enterica subsp. enterica serovar Nchanga str. CFSAN001091	bacteria	28901	strain=CFSAN001091	Contig	Complete Genome	SAMN01813434	SAMN01813434	550	1	4728441	4788602	0.9874	52.000000	52.000000	na	from large multi-isolate project	FDA	Center for Food Safety and Applied Nutrition	2013-10-28	2021-05-11	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/487/675/GCA_000487675.1_ASM48767v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/340/155/GCA_018340155.1_ASM1834015v1/
same_biosample	SAMN01813433	GCA_000487695.1	GCA_018338255.1	Salmonella enterica subsp. enterica serovar Eastbourne str. CFSAN001084	bacteria	28901	strain=CFSAN001084	Contig	Complete Genome	SAMN01813433	SAMN01813433	418	1	4530648	4643938	0.9756	52.500000	52.000000	na	from large multi-isolate project	FDA	Center for Food Safety and Applied Nutrition	2013-10-28	2021-05-11	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/487/695/GCA_000487695.1_ASM48769v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/338/255/GCA_018338255.1_ASM1833825v1/
same_biosample	SAMN01813432	GCA_000487715.1	GCA_018338315.1	Salmonella enterica subsp. enterica serovar Cubana str. CFSAN001083	bacteria	28901	strain=CFSAN001083	Contig	Complete Genome	SAMN01813432	SAMN01813432	930	1	4824034	5019202	0.9611	52.000000	52.000000	annotation fails completeness check	from large multi-isolate project	FDA	Center for Food Safety and Applied Nutrition	2013-10-28	2021-05-11	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/487/715/GCA_000487715.1_ASM48771v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/338/315/GCA_018338315.1_ASM1833831v1/
same_biosample	SAMN01816347	GCA_000487735.1	GCA_018338295.1	Salmonella enterica subsp. enterica serovar Havana str. CFSAN001082	bacteria	28901	strain=CFSAN001082	Contig	Complete Genome	SAMN01816347	SAMN01816347	480	1	4620389	4747850	0.9732	52.500000	52.500000	na	from large multi-isolate project	FDA	Center for Food Safety and Applied Nutrition	2013-10-28	2021-05-11	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/487/735/GCA_000487735.1_ASM48773v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/338/295/GCA_018338295.1_ASM1833829v1/
same_biosample	SAMN01816346	GCA_000487755.1	GCA_018338335.1	Salmonella enterica subsp. enterica serovar London str. CFSAN001081	bacteria	28901	strain=CFSAN001081	Contig	Complete Genome	SAMN01816346	SAMN01816346	1963	1	4240424	4631614	0.9155	53.000000	52.500000	fragmented assembly	from large multi-isolate project	FDA	Center for Food Safety and Applied Nutrition	2013-10-28	2021-05-11	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/487/755/GCA_000487755.1_ASM48775v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/338/335/GCA_018338335.1_ASM1833833v1/
same_biosample	SAMN02597167	GCA_000504265.1	GCA_009761735.1	Mesorhizobium japonicum R7A	bacteria	2066070	strain=R7A	Scaffold	Complete Genome	SAMN02597167	SAMN02597167	3	1	6529530	6529994	0.9999	63.000000	63.000000	na	na	JGI	University of Otago	2013-12-05	2019-12-17	2	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/504/265/GCA_000504265.1_ASM50426v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/761/735/GCA_009761735.1_ASM976173v1/
same_biosample	SAMN02597176	GCA_000510665.1	GCA_013315775.1	Sinorhizobium meliloti WSM1022	bacteria	382	strain=WSM1022	Scaffold	Chromosome	SAMN02597176	SAMN02597176	126	3	6641566	6751834	0.9837	62.000000	62.000000	na	na	JGI	University of Warwick	2013-12-18	2020-06-10	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/510/665/GCA_000510665.1_ASM51066v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/315/775/GCA_013315775.1_ASM1331577v1/
same_biosample	SAMN02304041	GCA_000513035.1	GCA_013167655.1	Escherichia coli O157:H7 str. F8092B	bacteria	562	strain=F8092B	Contig	Complete Genome	SAMN02304041	SAMN02304041	9	2	5604406	5618714	0.9975	50.500000	50.500000	na	na	USDA	United State Department of Agriculture	2013-11-22	2020-05-26	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/513/035/GCA_000513035.1_E._coli_O157/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/167/655/GCA_013167655.1_ASM1316765v1/
same_biosample	SAMN02597285	GCA_000517145.1	GCA_013170845.1	Mesorhizobium loti R88b	bacteria	381	strain=R88b	Scaffold	Complete Genome	SAMN02597285	SAMN02597285	14	1	7195110	7207166	0.9983	62.500000	62.500000	na	na	JGI	University of Otago	2014-01-08	2020-05-26	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/517/145/GCA_000517145.1_ASM51714v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/170/845/GCA_013170845.1_ASM1317084v1/
same_biosample	SAMN02422700	GCA_000524845.1	GCA_018986955.1	Salmonella enterica subsp. enterica serovar Bovismorbificans str. Sal610	bacteria	28901	strain=Sal610	Contig	Chromosome	SAMN02422700	SAMN02422700	106	2	4856095	4891777	0.9927	52.000000	52.000000	na	from large multi-isolate project	OARSA, CFSAN	CFSAN	2013-12-19	2021-06-22	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/524/845/GCA_000524845.1_sal610/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/986/955/GCA_018986955.1_ASM1898695v1/
same_biosample	SAMN02138600	GCA_000534495.1	GCA_018075245.1	Enterobacter sp. BWH 37	bacteria	1329836	strain=BWH 37	Scaffold	Complete Genome	SAMN02138600	SAMN02138600	15	4	5283674	5255410	1.0054	54.500000	54.500000	na	na	Broad Institute	Broad Institute	2014-02-03	2021-04-19	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/534/495/GCA_000534495.1_Ente_cloa_complex_BWH_37_V1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/075/245/GCA_018075245.1_ASM1807524v1/
same_biosample	SAMN02138547	GCA_000534675.1	GCA_018075005.1	Enterobacter sp. MGH 7	bacteria	1329816	strain=MGH 7	Scaffold	Complete Genome	SAMN02138547	SAMN02138547	26	4	5276280	5305481	0.9945	55.000000	55.000000	na	na	Broad Institute	Broad Institute	2014-02-03	2021-04-19	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/534/675/GCA_000534675.1_Ente_cloa_complex_MGH_7_V2/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/075/005/GCA_018075005.1_ASM1807500v1/
same_biosample	SAMN02138543	GCA_000534755.1	GCA_018075145.1	Enterobacter sp. MGH 3	bacteria	1329812	strain=MGH 3	Scaffold	Complete Genome	SAMN02138543	SAMN02138543	35	8	5163108	5226758	0.9878	55.000000	55.000000	na	na	Broad Institute	Broad Institute	2014-02-03	2021-04-19	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/534/755/GCA_000534755.1_Ente_cloa_complex_MGH_3_V2/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/075/145/GCA_018075145.1_ASM1807514v1/
same_biosample	SAMN02138579	GCA_000567725.1	GCA_018075085.1	Klebsiella pneumoniae MGH 39	bacteria	573	strain=MGH 39	Scaffold	Complete Genome	SAMN02138579	SAMN02138579	26	4	5734362	5730426	1.0007	57.000000	57.000000	na	na	Broad Institute	Broad Institute	2014-02-07	2021-04-19	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/567/725/GCA_000567725.1_Kleb_pneu_MGH_39_V1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/075/085/GCA_018075085.1_ASM1807508v1/
same_biosample	SAMN01998190	GCA_000576655.2	GCA_034265375.1	Escherichia coli MP1	bacteria	562	strain=MP1	Contig	Complete Genome	SAMN01998190	SAMN01998190	77	2	4765458	4794533	0.9939	50.500000	50.500000	na	na	University of Pennsylvania	Univeristy of Alberta	2014-02-24	2023-12-11	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/576/655/GCA_000576655.2_MP1_1.0/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/265/375/GCA_034265375.1_ASM3426537v1/
same_biosample	SAMN01087967	GCA_000603285.1	GCA_018338435.1	Salmonella enterica subsp. enterica serovar Heidelberg str. SARA37	bacteria	28901	strain=SARA37	Contig	Complete Genome	SAMN01087967	SAMN01087967	74	2	4945378	5004462	0.9882	52.000000	52.000000	na	from large multi-isolate project	FDA	Center for Food Safety and Applied Nutrition	2014-03-27	2021-05-11	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/603/285/GCA_000603285.1_ASM60328v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/338/435/GCA_018338435.1_ASM1833843v1/
same_biosample	SAMN02721231	GCA_000632785.1	GCA_000968375.1	Clostridium scatologenes	bacteria	1548	strain=ATCC 25775	Scaffold	Complete Genome	SAMN02721231	SAMN02721231	178	1	7353834	5749410	1.2791	30.500000	29.500000	contaminated; not used as type	na	Korean Advanced Institute of Science and Technology	Nanjing Tech University	2014-04-17	2015-04-02	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/632/785/GCA_000632785.1_CloSca1.0/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/968/375/GCA_000968375.1_ASM96837v1/
same_biosample	SAMN02265252	GCA_000699085.1	GCA_003957555.2	Calypte anna	vertebrate_other	9244	BGI_N300	Scaffold	Chromosome	SAMN02265252	SAMN02265252	124820	584	1105676412	1059687259	1.0434	41.000000	41.500000	superseded by newer assembly for species	na	BGI	Vertebrate Genomes Project	2014-06-06	2019-05-17	1	3	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/699/085/GCA_000699085.1_ASM69908v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/957/555/GCA_003957555.2_bCalAnn1_v1.p/
same_biosample	SAMN02265252	GCA_002021895.1	GCA_003957555.2	Calypte anna	vertebrate_other	9244	BGI_N300	Contig	Chromosome	SAMN02265252	SAMN02265252	1076	584	1007374986	1059687259	0.9506	41.500000	41.500000	na	na	Pacific Biosciences	Vertebrate Genomes Project	2017-02-28	2019-05-17	1	3	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/021/895/GCA_002021895.1_Canna_diploid_1.0/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/957/555/GCA_003957555.2_bCalAnn1_v1.p/
same_biosample	SAMN02265252	GCA_003957575.1	GCA_003957555.2	Calypte anna	vertebrate_other	9244	BGI_N300	Scaffold	Chromosome	SAMN02265252	SAMN02265252	3809	584	952083371	1059687259	0.8985	41.500000	41.500000	na	na	Vertebrate Genomes Project	Vertebrate Genomes Project	2018-12-20	2019-05-17	1	3	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/957/575/GCA_003957575.1_bCalAnn1_v1.h/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/957/555/GCA_003957555.2_bCalAnn1_v1.p/
same_biosample	SAMN02640609	GCA_000705075.1	GCA_002085695.1	Staphylococcus epidermidis	bacteria	1282	strain=1457	Contig	Complete Genome	SAMN02640609	SAMN02640609	74	2	2417500	2470071	0.9787	32.000000	32.000000	na	na	IMMH Institute for medical microbiology and hygiene	Walter Reed Army Institute of Research	2014-06-12	2017-04-11	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/705/075/GCA_000705075.1_SE1457/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/085/695/GCA_002085695.1_ASM208569v1/
same_biosample	SAMN02743864	GCA_000708245.1	GCA_002025165.1	Listeria monocytogenes	bacteria	1639	strain=LI0521	Contig	Complete Genome	SAMN02743864	SAMN02743864	42	1	3008540	3030817	0.9926	38.000000	38.000000	na	na	Health Canada	Food and Drug Administration	2014-06-16	2017-03-13	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/708/245/GCA_000708245.1_LI0521/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/025/165/GCA_002025165.1_ASM202516v1/
same_biosample	SAMN02843220	GCA_000710215.1	GCA_943184895.1	Pantoea agglomerans	bacteria	549	strain=DAPP-PG734	Contig	Complete Genome	SAMN02843220	SAMN02843220	195	5	5365929	5396424	0.9943	54.500000	54.500000	na	na	International Centre for Genetic Engineering and Biotechnology	Zurich University of Applied Sciences (ZHAW), School of Life Sciences and Facility Management, Institute of Natural Resource Sciences	2014-06-18	2022-11-01	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/710/215/GCA_000710215.1_ASM71021v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/184/895/GCA_943184895.1_DAPP-PG_734/
same_biosample	SAMN02867583	GCA_000712385.1	GCA_001952755.1	Listeria monocytogenes	bacteria	1639	strain=HPB5415	Contig	Complete Genome	SAMN02867583	SAMN02867583	25	2	2979429	3082433	0.9666	38.000000	38.000000	na	na	Health Canada	Food and Drug Administration	2014-06-26	2017-01-17	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/712/385/GCA_000712385.1_HPB5415/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/952/755/GCA_001952755.1_ASM195275v1/
same_biosample	SAMN02867555	GCA_000712425.1	GCA_001952735.1	Listeria monocytogenes	bacteria	1639	strain=HPB2088	Contig	Complete Genome	SAMN02867555	SAMN02867555	38	1	2979080	3003994	0.9917	38.000000	38.000000	na	na	Health Canada	Food and Drug Administration	2014-06-26	2017-01-17	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/712/425/GCA_000712425.1_ASM71242v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/952/735/GCA_001952735.1_ASM195273v1/
same_biosample	SAMN02768808	GCA_000735285.1	GCA_007833555.1	Klebsiella pneumoniae	bacteria	573	strain=IA565	Contig	Complete Genome	SAMN02768808	SAMN02768808	97	5	5328299	5515893	0.9660	57.500000	57.000000	na	na	University of Michigan	Uppsala University	2014-07-28	2019-08-05	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/735/285/GCA_000735285.1_ASM73528v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/833/555/GCA_007833555.1_ASM783355v1/
same_biosample	SAMN02911890	GCA_000736735.1	GCA_053078305.1	Escherichia coli	bacteria	562	strain=48	Contig	Complete Genome	SAMN02911890	SAMN02911890	21	5	6323148	6250413	1.0116	50.500000	50.500000	genome length too large	na	University of Zurich, Vetsuisse Faculty	University of Zurich, Vetsuisse Faculty	2014-07-31	2025-10-15	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/736/735/GCA_000736735.1_ASM73673v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/053/078/305/GCA_053078305.1_ASM5307830v1/
same_biosample	SAMN02143031	GCA_002023255.2	GCA_000738735.6	Corvus cornix cornix	vertebrate_other	181096	S_Up_H32	Scaffold	Chromosome	SAMN02143031	SAMN02143031	2410	471	1050110261	1030864775	1.0187	42.000000	42.000000	na	na	Uppsala University, Evolutionary Biology Centre	Uppsala University	2017-04-25	2022-04-01	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/023/255/GCA_002023255.2_ASM202325v2/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/738/735/GCA_000738735.6_ASM73873v6/
