draft_accession	complete_accession	status	draft_bp	draft_contigs	draft_n50	ref_bp	ref_seqs	covered_ref_bp	aligned_draft_bp	unaligned_draft_bp	true_completeness	true_contamination_upper	organism	group	species_taxid	strain	draft_level	complete_level	draft_biosample	draft_excluded_from_refseq	size_ratio_draft_over_complete
GCA_001542055.1	GCA_018340485.1	ok	4934788.0	365.0	407358.0	4761666.0	1.0	4718090.0	4729656.0	205132.0	99.084858	4.307988	Salmonella enterica subsp. enterica serovar Kentucky	bacteria	28901	strain=CFSAN011778	Contig	Complete Genome	SAMN03275161	na	1.0364
GCA_001685215.1	GCA_001913195.1	ok	2998209.0	81.0	588192.0	3005352.0	1.0	2976742.0	2978789.0	19420.0	99.048032	0.646181	Listeria monocytogenes	bacteria	1639	strain=HPB913	Contig	Complete Genome	SAMN03160826	na	0.9976
GCA_001673755.1	GCA_001913155.1	ok	4221554.0	52.0	396800.0	4271158.0	1.0	4222329.0	4220317.0	1237.0	98.856774	0.028962	Maribacter hydrothermalis	bacteria	1836467	strain=T28	Contig	Complete Genome	SAMN04633439	na	0.9884
GCA_001672355.1	GCA_013170705.1	ok	6842597.0	25.0	1971142.0	6870350.0	1.0	6845025.0	6842084.0	513.0	99.631387	0.007467	Mesorhizobium loti	bacteria	381	strain=NZP2042	Contig	Complete Genome	SAMN05172963	na	0.9960
GCA_001672365.1	GCA_013170725.1	ok	6577817.0	26.0	374196.0	6602217.0	1.0	6581097.0	6577326.0	491.0	99.680107	0.007437	Mesorhizobium loti	bacteria	381	strain=NZP2014	Contig	Complete Genome	SAMN05172962	unverified source organism	0.9963
GCA_001672385.1	GCA_013170865.1	ok	7182993.0	29.0	761255.0	7200913.0	3.0	7186170.0	7182314.0	679.0	99.795262	0.009429	Mesorhizobium loti	bacteria	381	strain=SU343	Contig	Complete Genome	SAMN05172977	unverified source organism	0.9975
GCA_001640565.1	GCA_001650215.1	ok	11185248.0	97.0	416025.0	11142275.0	1.0	11109184.0	11177589.0	7659.0	99.703014	0.068738	Streptomyces sp. RTd22	bacteria	1841249	strain=RTd22	Scaffold	Complete Genome	SAMN04901306	na	1.0039
GCA_001723445.1	GCA_004758745.1	ok	2452011.0	81.0	190867.0	2504185.0	1.0	2454723.0	2442502.0	9509.0	98.024826	0.379724	Corynebacterium diphtheriae	bacteria	1717	strain=TH1526	Contig	Complete Genome	SAMN05615426	annotation fails completeness check; many frameshifted proteins	0.9792
GCA_001707605.1	GCA_006517135.1	ok	4689154.0	34.0	594771.0	4718314.0	1.0	4680559.0	4681615.0	7539.0	99.19982	0.159782	Salmonella enterica subsp. enterica serovar Anatum	bacteria	28901	strain=CFSAN003959	Contig	Complete Genome	SAMN02709277	na	0.9938
GCA_001707555.1	GCA_018338395.1	ok	4580631.0	26.0	652790.0	4620271.0	1.0	4578482.0	4580164.0	467.0	99.095529	0.010108	Salmonella enterica subsp. enterica serovar Javiana str. CFSAN000905	bacteria	28901	strain=CFSAN000905	Contig	Complete Genome	SAMN01938999	na	0.9914
GCA_001707615.1	GCA_018339995.1	ok	4700674.0	41.0	762636.0	4730083.0	1.0	4697614.0	4699068.0	1606.0	99.313564	0.033953	Salmonella enterica subsp. enterica serovar Saintpaul	bacteria	28901	strain=CFSAN004090	Contig	Complete Genome	SAMN02709328	na	0.9938
GCA_001747495.1	GCA_003860565.1	ok	2727353.0	82.0	109484.0	2759562.0	1.0	2720698.0	2721387.0	5966.0	98.591661	0.216194	Cloacibacterium normanense	bacteria	237258	strain=NRS-1	Contig	Complete Genome	SAMN05731713	na	0.9883
GCA_001754005.1	GCA_042134675.1	ok	3080303.0	102.0	80270.0	2957764.0	1.0	2877250.0	2850506.0	229797.0	97.277876	7.769281	Lactiplantibacillus plantarum	bacteria	1590	strain=CGMCC 8198	Contig	Chromosome	SAMN04437239	na	1.0414
GCA_001728785.1	GCA_001651925.2	ok	5542249.0	388.0	59239.0	5740825.0	2.0	5472208.0	5488883.0	53366.0	95.320934	0.929588	Escherichia coli	bacteria	562	strain=FRIK2069	Contig	Complete Genome	SAMN04191551	na	0.9654
GCA_001935945.1	GCA_004771215.1	ok	2725068.0	289.0	31775.0	2892379.0	1.0	2701860.0	2703832.0	21236.0	93.413069	0.734205	Corynebacterium diphtheriae subsp. lausannense	bacteria	1717	strain=CMCNS703	Contig	Complete Genome	SAMN06163065	unverified source organism; many frameshifted proteins	0.9422
GCA_002023055.1	GCA_002022105.1	ok	3856478.0	21.0	417189.0	3873125.0	1.0	3855247.0	3855966.0	512.0	99.538409	0.013219	Elizabethkingia meningoseptica	bacteria	238	strain=G4076	Contig	Complete Genome	SAMN05281841	na	0.9957
GCA_002006845.1	GCA_002012285.1	ok	4016320.0	120.0	68749.0	4045824.0	2.0	3972208.0	3995168.0	21152.0	98.180445	0.522811	Acinetobacter pittii	bacteria	48296	strain=YMC2010/8/T346	Scaffold	Complete Genome	SAMN05827444	annotation fails completeness check; many frameshifted proteins	0.9927
GCA_001884505.1	GCA_013207105.1	ok	5035504.0	60.0	470181.0	5155580.0	5.0	5028925.0	5029531.0	5973.0	97.543341	0.115855	Salmonella enterica subsp. enterica serovar Typhimurium	bacteria	28901	strain=SL7207	Contig	Complete Genome	SAMN05949357	na	0.9767
GCA_001865315.1	GCA_001704195.1	ok	7261502.0	9.0	7182059.0	7070328.0	1.0	7070295.0	7187121.0	74381.0	99.999533	1.052016	Streptomyces sampsonii	bacteria	42239	strain=KJ40	Scaffold	Complete Genome	SAMN04338613	na	1.0270
GCA_002023065.1	GCA_002022125.1	ok	4184835.0	18.0	480185.0	4216720.0	1.0	4184039.0	4184397.0	438.0	99.224966	0.010387	Elizabethkingia ursingii	bacteria	1756150	strain=G4123	Contig	Complete Genome	SAMN05281858	na	0.9924
GCA_002023095.1	GCA_002022145.1	ok	3983608.0	15.0	572925.0	4004759.0	1.0	3983485.0	3983313.0	295.0	99.468782	0.007366	Elizabethkingia meningoseptica	bacteria	238	strain=G4120	Contig	Complete Genome	SAMN05281842	na	0.9947
GCA_002023105.1	GCA_001596175.2	ok	3907166.0	22.0	606900.0	3931222.0	1.0	3904909.0	3906671.0	495.0	99.330666	0.012592	Elizabethkingia anophelis	bacteria	1117645	strain=CSID_3015183678	Scaffold	Complete Genome	SAMN04567744	na	0.9939
GCA_002023135.1	GCA_002022045.1	ok	4136773.0	135.0	227012.0	4184507.0	1.0	4132051.0	4133791.0	2982.0	98.746423	0.071263	Elizabethkingia anophelis	bacteria	1117645	strain=JM-87	Contig	Complete Genome	SAMN05255122	na	0.9886
GCA_002023145.1	GCA_002022065.1	ok	3979883.0	17.0	566866.0	4006214.0	1.0	3979317.0	3979495.0	388.0	99.328618	0.009685	Elizabethkingia anophelis	bacteria	1117645	strain=3375	Contig	Complete Genome	SAMN05273152	na	0.9934
GCA_002023175.1	GCA_002024825.1	ok	3951242.0	9.0	1067900.0	3974275.0	1.0	3951025.0	3951026.0	216.0	99.414988	0.005435	Elizabethkingia anophelis	bacteria	1117645	strain=F3543	Contig	Complete Genome	SAMN04482309	na	0.9942
GCA_002023195.1	GCA_002022085.1	ok	4233346.0	55.0	482497.0	4281097.0	2.0	4230925.0	4232104.0	1242.0	98.828057	0.029011	Elizabethkingia anophelis	bacteria	1117645	strain=F3201	Contig	Complete Genome	SAMN05277779	na	0.9888
GCA_002023205.1	GCA_002024805.1	ok	4385854.0	26.0	682446.0	4433522.0	1.0	4384170.0	4385174.0	680.0	98.886844	0.015338	Elizabethkingia bruuniana	bacteria	1756149	strain=G0146	Contig	Complete Genome	SAMN05277827	na	0.9892
GCA_002034545.1	GCA_013162165.1	ok	4488115.0	87.0	314009.0	4517871.0	1.0	4469223.0	4469097.0	19018.0	98.92321	0.42095	Salmonella enterica subsp. VII serovar 1,40:g,z51:--	bacteria	28901	strain=2439-64	Contig	Complete Genome	SAMN02367807	annotation fails completeness check	0.9934
GCA_002077755.1	GCA_014680125.1	ok	3543185.0	284.0	35604.0	3815978.0	1.0	3518001.0	3520196.0	22989.0	92.191333	0.602441	Geobacillus sp. 44B	bacteria	1963023	strain=44B	Contig	Complete Genome	SAMN06347028	unverified source organism	0.9285
GCA_002077765.1	GCA_014679505.1	ok	3474909.0	51.0	191187.0	3579240.0	1.0	3463238.0	3462430.0	12479.0	96.759033	0.348649	Geobacillus sp. 46C-IIa	bacteria	1963025	strain=46C-IIa	Scaffold	Complete Genome	SAMN06347030	na	0.9709
GCA_002077775.1	GCA_014679705.1	ok	3347490.0	167.0	59962.0	3635863.0	1.0	3369962.0	3342245.0	5245.0	92.686716	0.144257	Geobacillus sp. 47C-IIb	bacteria	1963026	strain=47C-IIb	Scaffold	Complete Genome	SAMN06347031	na	0.9207
GCA_002077865.1	GCA_014679925.1	ok	3220397.0	121.0	85620.0	3329032.0	1.0	3168106.0	3171512.0	48885.0	95.165982	1.468445	Geobacillus sp. 44C	bacteria	1963024	strain=44C	Scaffold	Complete Genome	SAMN06347029	unverified source organism	0.9674
GCA_002077855.1	GCA_014679335.1	ok	3431480.0	153.0	52431.0	3563283.0	1.0	3219512.0	3122362.0	309118.0	90.352408	8.67509	Geobacillus zalihae	bacteria	213419	strain=SURF-114	Contig	Complete Genome	SAMN06347033	na	0.9630
GCA_002077835.1	GCA_014678925.1	ok	3553583.0	363.0	32887.0	3562720.0	1.0	3302916.0	3490422.0	63161.0	92.707706	1.772831	Geobacillus zalihae	bacteria	213419	strain=SURF-189	Scaffold	Complete Genome	SAMN06347034	na	0.9974
GCA_002077815.1	GCA_014679145.1	ok	3386398.0	230.0	43530.0	3808577.0	1.0	3314489.0	3313050.0	73348.0	87.026966	1.925864	Geobacillus thermoleovorans	bacteria	33941	strain=SURF-48B	Scaffold	Complete Genome	SAMN06347032	na	0.8892
GCA_002131925.1	GCA_009648655.1	ok	2910701.0	17.0	309777.0	2942451.0	1.0	2913355.0	2910127.0	574.0	99.011165	0.019508	Listeria monocytogenes CFSAN002349	bacteria	1639	strain=CFSAN002349	Scaffold	Complete Genome	SAMN01939119	na	0.9892
GCA_002532205.1	GCA_049942895.1	ok	4438679.0	36.0	365822.0	4475520.0	2.0	4436744.0	4437258.0	1421.0	99.133598	0.031751	Cronobacter sakazakii	bacteria	28141	strain=MOD1_KW18	Contig	Complete Genome	SAMN07205639	na	0.9918
GCA_002532415.1	GCA_049942865.1	ok	4420248.0	143.0	99033.0	4475308.0	3.0	4414808.0	4416595.0	3653.0	98.648138	0.081626	Cronobacter sakazakii	bacteria	28141	strain=MOD1_3-21	Contig	Complete Genome	SAMN07205647	na	0.9877
GCA_002532235.1	GCA_049942855.1	ok	4491197.0	37.0	525419.0	4517369.0	6.0	4483109.0	4490236.0	961.0	99.241594	0.021273	Cronobacter sakazakii	bacteria	28141	strain=MOD1_KW13	Scaffold	Complete Genome	SAMN07205640	na	0.9942
GCA_002532435.1	GCA_049942915.1	ok	4567359.0	69.0	342653.0	4623409.0	3.0	4556727.0	4563144.0	4215.0	98.557731	0.091166	Cronobacter sakazakii	bacteria	28141	strain=MOD1_5-20G	Scaffold	Complete Genome	SAMN07205636	na	0.9879
GCA_002532275.1	GCA_049942885.1	ok	4446349.0	31.0	399232.0	4475871.0	3.0	4440701.0	4441537.0	4812.0	99.214231	0.10751	Cronobacter sakazakii	bacteria	28141	strain=MOD1_KW11	Scaffold	Complete Genome	SAMN07205641	na	0.9934
GCA_002736505.2	GCA_027941975.1	ok	5579509.0	139.0	143683.0	5651081.0	5.0	5545290.0	5548699.0	30810.0	98.127951	0.545205	Klebsiella pneumoniae subsp. pneumoniae	bacteria	573	strain=43UC01	Contig	Complete Genome	SAMN07766632	na	0.9873
GCA_002738605.1	GCA_009938095.1	ok	4219019.0	15.0	573018.0	4249586.0	1.0	4218599.0	4218749.0	270.0	99.270823	0.006354	Elizabethkingia miricola	bacteria	172045	strain=FL160902	Contig	Complete Genome	SAMN07139315	na	0.9928
GCA_003289475.1	GCA_013372165.1	ok	1786312.0	86.0	47292.0	1808149.0	2.0	1784758.0	1784752.0	1560.0	98.706357	0.086276	Campylobacter hyointestinalis subsp. lawsonii	bacteria	198	strain=CHY5	Contig	Complete Genome	SAMN09274393	na	0.9879
GCA_003414715.1	GCA_047496975.1	ok	1923765.0	58.0	111202.0	1958307.0	1.0	1918911.0	1922348.0	1417.0	97.988262	0.072358	Haemophilus influenzae	bacteria	727	strain=P638-3144	Contig	Complete Genome	SAMN07421915	na	0.9824
GCA_003008295.1	GCA_005671355.1	ok	4853200.0	129.0	143523.0	4909241.0	3.0	4841166.0	4845325.0	7875.0	98.613329	0.160412	Escherichia coli	bacteria	562	strain=BA22372	Contig	Complete Genome	SAMN08637771	na	0.9886
GCA_002811135.1	GCA_030556675.1	ok	5701342.0	40.0	288994.0	5736632.0	1.0	5704421.0	5700422.0	920.0	99.438503	0.016037	Pseudomonas donghuensis	bacteria	1163398	strain=SVBP6	Scaffold	Complete Genome	SAMN07662602	na	0.9938
GCA_003415105.1	GCA_047496995.1	ok	1814853.0	34.0	150168.0	1846769.0	1.0	1813040.0	1813695.0	1158.0	98.173621	0.062704	Haemophilus influenzae	bacteria	727	strain=P627-3766	Contig	Complete Genome	SAMN07421904	na	0.9827
GCA_003415195.1	GCA_047497005.1	ok	1776925.0	41.0	121364.0	1816795.0	1.0	1773919.0	1774444.0	2481.0	97.64002	0.136559	Haemophilus influenzae	bacteria	727	strain=P625-8065	Contig	Chromosome	SAMN07421902	na	0.9781
GCA_003415475.1	GCA_047497085.1	ok	1839785.0	29.0	184812.0	1866665.0	1.0	1837070.0	1838589.0	1196.0	98.414552	0.064071	Haemophilus influenzae	bacteria	727	strain=P589-8275	Contig	Complete Genome	SAMN07421866	na	0.9856
GCA_003112595.1	GCA_027947575.1	ok	8454377.0	21.0	684865.0	8411861.0	1.0	8376131.0	8376726.0	77651.0	99.575243	0.923113	Streptomyces rubrogriseus	bacteria	194673	strain=NBRC 15455	Scaffold	Complete Genome	SAMD00090290	na	1.0051
GCA_002890695.1	GCA_002849735.1	ok	9437227.0	52.0	1171814.0	9488490.0	1.0	9432773.0	9436181.0	1046.0	99.412794	0.011024	Amycolatopsis sp. BJA-103	bacteria	1911175	strain=BJA-103	Contig	Complete Genome	SAMN05915711	na	0.9946
GCA_003596325.1	GCA_009189185.2	ok	2528578.0	113.0	56026.0	2699292.0	1.0	2464153.0	2450799.0	77779.0	91.288864	2.881459	Staphylococcus haemolyticus	bacteria	1283	strain=VB5326	Contig	Complete Genome	SAMN10031557	na	0.9368
GCA_003606955.1	GCA_002105695.1	ok	2869510.0	21.0	287465.0	2897335.0	1.0	2867214.0	2869005.0	505.0	98.960389	0.01743	Listeria monocytogenes	bacteria	1639	strain=PNUSAL000096	Contig	Complete Genome	SAMN02347435	na	0.9904
GCA_003572325.1	GCA_002949895.1	ok	4275334.0	731.0	13860.0	4842430.0	4.0	4188887.0	4190858.0	84476.0	86.503821	1.744496	Shigella boydii	bacteria	621	strain=DMB SH135	Contig	Chromosome	SAMN03291464	na	0.8829
GCA_003607115.1	GCA_013282705.1	ok	2884843.0	25.0	509922.0	2906751.0	1.0	2876185.0	2876605.0	8238.0	98.948448	0.283409	Listeria monocytogenes	bacteria	1639	strain=PNUSAL000019	Contig	Chromosome	SAMN02265450	na	0.9925
GCA_003607295.1	GCA_002105675.1	ok	2883461.0	12.0	467356.0	2912199.0	1.0	2883515.0	2883307.0	154.0	99.01504	0.005288	Listeria monocytogenes	bacteria	1639	strain=PNUSAL000144	Contig	Complete Genome	SAMN02351401	na	0.9901
GCA_003668005.1	GCA_002105635.1	ok	2994803.0	15.0	545502.0	3020953.0	2.0	2994477.0	2994546.0	257.0	99.123588	0.008507	Listeria monocytogenes	bacteria	1639	strain=CFSAN022990	Contig	Complete Genome	SAMN02990220	na	0.9913
GCA_003668015.1	GCA_002105615.1	ok	3028574.0	22.0	512864.0	2966603.0	1.0	2937862.0	2937716.0	90858.0	99.031181	3.062695	Listeria monocytogenes	bacteria	1639	strain=CFSAN028538	Contig	Complete Genome	SAMN03285109	na	1.0209
GCA_003668165.1	GCA_002105715.1	ok	3028369.0	13.0	438344.0	3057928.0	2.0	3027936.0	3028027.0	342.0	99.019205	0.011184	Listeria monocytogenes	bacteria	1639	strain=CFSAN004330	Contig	Complete Genome	SAMN03354355	na	0.9903
GCA_003668195.1	GCA_002105655.1	ok	2879329.0	13.0	1456559.0	2905907.0	1.0	2878236.0	2878767.0	562.0	99.047767	0.01934	Listeria monocytogenes	bacteria	1639	strain=MOD1_LS152	Contig	Complete Genome	SAMN02769705	na	0.9909
GCA_003980305.1	GCA_018884425.1	ok	5091705.0	212.0	120100.0	5388201.0	5.0	5081346.0	5083697.0	8008.0	94.305057	0.148621	Escherichia coli	bacteria	562	strain=TW10590	Contig	Complete Genome	SAMN08161240	na	0.9450
GCA_003698065.1	GCA_000148745.1	ok	6824311.0	58.0	235815.0	6866064.0	1.0	6817702.0	6777586.0	46725.0	99.295637	0.680521	Pseudomonas aeruginosa 39016	bacteria	287	strain=39016	Contig	Chromosome	SAMN02471834	na	0.9939
GCA_003834665.1	GCA_009720405.1	ok	7150150.0	80.0	262087.0	7204903.0	2.0	7133927.0	7145442.0	4708.0	99.014893	0.065344	Pseudomonas aeruginosa	bacteria	287	strain=B9(T2436)	Contig	Complete Genome	SAMN07424174	na	0.9924
GCA_003834685.1	GCA_009720425.1	ok	6919171.0	58.0	347699.0	7013382.0	2.0	6911953.0	6914847.0	4324.0	98.553779	0.061654	Pseudomonas aeruginosa	bacteria	287	strain=B3(T2101)	Contig	Complete Genome	SAMN07424172	na	0.9866
GCA_003953935.1	GCA_045016065.1	ok	7355585.0	81.0	347160.0	7425094.0	1.0	7347317.0	7353300.0	2285.0	98.952512	0.030774	Massilia atriviolacea	bacteria	2495579	strain=SOD	Contig	Complete Genome	SAMN10526606	na	0.9906
GCA_004406185.1	GCA_052927265.1	ok	2916006.0	61.0	107820.0	2919184.0	1.0	2881947.0	2914985.0	1021.0	98.724404	0.034976	Listeria monocytogenes	bacteria	1639	strain=PNUSAL001080	Contig	Complete Genome	SAMN03115026	from large multi-isolate project	0.9989
GCA_004016275.1	GCA_055766035.1	ok	2431283.0	88.0	116341.0	2512899.0	1.0	2427966.0	2429698.0	1585.0	96.620119	0.063075	Xylella fastidiosa subsp. fastidiosa	bacteria	2371	strain=CFBP7969	Contig	Complete Genome	SAMN07998892	na	0.9675
GCA_004016375.1	GCA_055765255.1	ok	2526675.0	117.0	104927.0	2800184.0	2.0	2522504.0	2522989.0	3686.0	90.083509	0.131634	Xylella fastidiosa subsp. fastidiosa	bacteria	2371	strain=CFBP8082	Contig	Complete Genome	SAMN07999361	na	0.9023
GCA_004385925.1	GCA_052927425.1	ok	3028257.0	40.0	154921.0	3006675.0	1.0	2974145.0	3027590.0	667.0	98.918074	0.022184	Listeria monocytogenes	bacteria	1639	strain=PNUSAL000214	Contig	Complete Genome	SAMN02381989	from large multi-isolate project	1.0072
GCA_004516285.1	GCA_052927785.1	ok	3074591.0	17.0	477661.0	2980685.0	1.0	2949700.0	3074235.0	356.0	98.960474	0.011944	Listeria monocytogenes	bacteria	1639	strain=PNUSAL000762	Contig	Complete Genome	SAMN02854686	from large multi-isolate project	1.0315
GCA_004497125.1	GCA_052927245.1	ok	2958068.0	51.0	146844.0	2958798.0	1.0	2918790.0	2957072.0	996.0	98.647829	0.033662	Listeria monocytogenes	bacteria	1639	strain=PNUSAL001706	Contig	Complete Genome	SAMN04045276	from large multi-isolate project	0.9998
GCA_004425895.1	GCA_052927815.1	ok	3023741.0	29.0	233011.0	2927198.0	1.0	2895009.0	3023274.0	467.0	98.900348	0.015954	Listeria monocytogenes	bacteria	1639	strain=PNUSAL000816	Contig	Complete Genome	SAMN02924367	from large multi-isolate project	1.0330
GCA_004497645.1	GCA_052927515.1	ok	2895415.0	17.0	587855.0	2914502.0	1.0	2883108.0	2895080.0	335.0	98.922835	0.011494	Listeria monocytogenes	bacteria	1639	strain=PNUSAL001716	Contig	Complete Genome	SAMN04116057	from large multi-isolate project	0.9935
GCA_004484265.1	GCA_052927025.1	ok	3189006.0	25.0	481347.0	3095750.0	2.0	3059094.0	3188541.0	465.0	98.815925	0.015021	Listeria monocytogenes	bacteria	1639	strain=PNUSAL001113	Contig	Complete Genome	SAMN03744124	from large multi-isolate project	1.0301
GCA_003675955.1	GCA_000418455.1	ok	12663199.0	4.0	6854462.0	12700734.0	1.0	12691035.0	12640348.0	22851.0	99.923634	0.179919	Streptomyces rapamycinicus NRRL 5491	bacteria	1226757	strain=NRRL 5491	Contig	Chromosome	SAMN02604192	na	0.9970
GCA_004646485.1	GCA_052927805.1	ok	3062410.0	72.0	90338.0	3072817.0	2.0	3031744.0	3061103.0	1307.0	98.663344	0.042534	Listeria monocytogenes	bacteria	1639	strain=PNUSAL001914	Contig	Complete Genome	SAMN04377786	from large multi-isolate project	0.9966
GCA_006505855.1	GCA_976989155.1	missing_file											Pseudomonas fluorescens	bacteria	294	strain=CFBP 13502	Contig	Complete Genome	SAMN09044009	unverified source organism	0.9909
GCA_004646525.1	GCA_052927885.1	ok	3063698.0	30.0	441195.0	3065594.0	2.0	3034492.0	3063041.0	657.0	98.985449	0.021431	Listeria monocytogenes	bacteria	1639	strain=PNUSAL001934	Contig	Complete Genome	SAMN04377787	from large multi-isolate project	0.9994
GCA_004609475.1	GCA_052927625.1	ok	3034158.0	19.0	508006.0	3044930.0	2.0	3012660.0	3033789.0	369.0	98.940206	0.012119	Listeria monocytogenes	bacteria	1639	strain=PNUSAL003272	Contig	Complete Genome	SAMN07554526	from large multi-isolate project	0.9965
GCA_006176125.1	GCA_009036385.1	ok	1705878.0	90.0	118615.0	1767432.0	3.0	1702449.0	1703594.0	2284.0	96.32331	0.129227	Campylobacter armoricus	bacteria	2505970	strain=CA639	Contig	Complete Genome	SAMN10711499	na	0.9652
GCA_008868695.1	GCA_004104465.2	ok	2240848.0	830.0	112629.0	2067650.0	1.0	2015793.0	2016971.0	223877.0	97.491984	10.827606	Haemophilus parainfluenzae	bacteria	729	strain=LC_1315_18	Contig	Complete Genome	SAMN10774168	na	1.0838
GCA_009669455.1	GCA_048564975.1	ok	2554510.0	353.0	96968.0	2577440.0	2.0	2437809.0	2492461.0	62049.0	94.58257	2.407389	Xylella fastidiosa subsp. multiplex	bacteria	2371	strain=XYL1981	Contig	Chromosome	SAMN11891201	na	0.9911
GCA_004745255.1	GCA_005843885.1	ok	5108826.0	113.0	177505.0	5120753.0	1.0	5003398.0	5028746.0	80080.0	97.708247	1.563833	Escherichia sp. E4742	bacteria	2044467	strain=E4742	Contig	Complete Genome	SAMN07759781	na	0.9977
GCA_005781185.1	GCA_005843885.1	ok	5120753.0	1.0	5120753.0	5120753.0	1.0	5120725.0	5120725.0	28.0	99.999453	0.000547	Escherichia sp. E4742	bacteria	2044467	strain=E4742	Contig	Complete Genome	SAMN07759781	na	1.0000
GCA_007785795.1	GCA_022832715.1	ok	4363693.0	24.0	757025.0	4317714.0	1.0	4295419.0	4357111.0	6582.0	99.483639	0.152442	Venatorbacter sp. C2-1	bacteria	2597518	strain=C2-1	Scaffold	Complete Genome	SAMN12292084	na	1.0106
GCA_010137775.1	GCA_011307235.1	ok	2536309.0	76.0	95674.0	2600860.0	4.0	2528775.0	2532027.0	4282.0	97.228417	0.164638	Staphylococcus epidermidis	bacteria	1282	strain=SESURV_p2_0614	Contig	Chromosome	SAMN12508049	from large multi-isolate project	0.9752
GCA_009192875.1	GCA_001583415.1	ok	5335599.0	56.0	206388.0	5349645.0	1.0	5308785.0	5333724.0	1875.0	99.236211	0.035049	Mycolicibacterium phlei DSM 43239 = CCUG 21000	bacteria	1771	strain=CCUG 21000	Contig	Complete Genome	SAMN04481318	na	0.9974
GCA_010067845.1	GCA_052927505.1	ok	2943173.0	15.0	526177.0	2923408.0	1.0	2892388.0	2942941.0	232.0	98.93891	0.007936	Listeria monocytogenes	bacteria	1639	strain=PNUSAL006799	Contig	Complete Genome	SAMN13919353	from large multi-isolate project	1.0068
GCA_010137805.1	GCA_011307015.1	ok	2597608.0	48.0	113790.0	2641854.0	4.0	2592200.0	2594300.0	3308.0	98.120487	0.125215	Staphylococcus epidermidis	bacteria	1282	strain=SESURV_p1_0612	Contig	Chromosome	SAMN12508047	from large multi-isolate project	0.9833
GCA_010138725.1	GCA_011306775.1	ok	2745492.0	97.0	102039.0	2555535.0	3.0	2510347.0	2641246.0	104246.0	98.23176	4.079224	Staphylococcus epidermidis	bacteria	1282	strain=SESURV_p1_0563	Contig	Chromosome	SAMN12508002	from large multi-isolate project	1.0743
GCA_009867275.1	GCA_018884485.1	ok	5231721.0	178.0	112115.0	5371942.0	5.0	5210594.0	5213440.0	18281.0	96.996468	0.340305	Escherichia coli	bacteria	562	strain=E275 a	Contig	Complete Genome	SAMN07947704	from large multi-isolate project	0.9739
GCA_010138855.1	GCA_011306595.1	ok	2495657.0	198.0	24705.0	2569240.0	6.0	2447851.0	2490697.0	4960.0	95.275295	0.193053	Staphylococcus epidermidis	bacteria	1282	strain=SESURV_p1_0557	Contig	Chromosome	SAMN12507996	from large multi-isolate project	0.9714
GCA_010144235.1	GCA_011307475.1	ok	2634233.0	356.0	37004.0	2515051.0	4.0	2458915.0	2524052.0	110181.0	97.767998	4.380865	Staphylococcus epidermidis	bacteria	1282	strain=SESURV_p3_0825	Contig	Chromosome	SAMN12508243	from large multi-isolate project	1.0474
