accession	cohort	v5_completeness	v5_contamination	checkm2_completeness	checkm2_contamination	total_bp	n_contigs	n50	gc_pct	unclassified_pct	informative_kmer_density	mean_contig_confidence_bpw	orig_phylum_contam_pct	orig_phylum_dominant_pct	orig_n_phyla	strict_phylum_contam_pct	strict_qualifying_bp_frac	scg_domain	frac_profiles_detected	n_families_multicopy	total_extra_copies	max_copies	n_dup_pairs	n_dup_pairs_diff_contig	median_dup_pair_identity	n_dup_pairs_divergent	divergent_dup_families_per_100_profiles	gunc_pg21_css	gunc_pg21_pass	gunc_pg21_rrs	gunc_gtdb95_css	gunc_gtdb95_pass	gunc_gtdb95_rrs
GCA_964545285.1	disagreement_141	76.3179	0.3560424	94.46	0.59	1099409.0	53.0	31968.0	25.23	7.82	0.000336	0.000211	23.338	41.608	9.0		0.0	bacteria	0.9294	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_964563855.1	disagreement_141	83.389534	2.8383374	95.37	1.86	3570098.0	99.0	56000.0	65.194	2.205	0.000486	0.00015	38.375	49.028	9.0		0.0	bacteria	0.9294	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_964564625.1	disagreement_141	89.36011	24.121649	92.66	3.59	3047838.0	78.0	80153.0	47.384	7.481	0.000227	0.000155	25.453	20.44	8.0		0.0	bacteria	0.9529	1.0	2.0	3.0	3.0	3.0	0.3333	3.0	1.176						
GCA_964567265.1	disagreement_141	99.9413	14.08636	100.0	0.09	962716.0	4.0	621860.0	56.208	0.0	0.00023	4.9e-05	1.899	98.101	2.0		0.0	bacteria	0.7294	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_964591885.1	disagreement_141	69.80404	0.2760172	94.04	0.0	522395.0	58.0	13027.0	36.051	39.338	0.000238	0.000294	30.738	22.552	9.0		0.0	bacteria	0.7294	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_964636735.1	disagreement_141	78.1299	0.5703211	93.87	0.4	691922.0	87.0	10964.0	39.347	42.651	0.00026	0.000314	36.033	20.85	10.0		0.0	bacteria	0.7882	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_964646075.1	disagreement_141	57.37428	2.7922063	93.98	0.06	432397.0	29.0	18284.0	36.349	14.245	0.000297	0.000247	53.943	17.754	6.0		0.0	bacteria	0.7176	0.0	0.0	1.0	0.0	0.0		0.0	0.0	0.0	True	0.49			
GCA_964937175.1	disagreement_141	99.78262	6.214717	100.0	0.34	896620.0	10.0	178574.0	49.112	4.279	0.000247	0.000114	19.916	47.519	2.0		0.0	bacteria	0.7059	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_965201135.1	disagreement_141	89.86245	0.009307265	97.04	1.68	2943307.0	1.0	2943307.0	67.851	0.0	0.000556	1.7e-05	0.0	100.0	1.0		0.0	bacteria	0.9647	1.0	1.0	2.0	1.0	0.0	0.457	1.0	1.176						
GCA_965249325.1	disagreement_141	60.07708	45.04595	91.14	1.85	2794567.0	20.0	327190.0	64.998	2.363	0.000473	5.7e-05	28.623	66.77	2.0		0.0	bacteria	0.9294	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_965283735.1	disagreement_141	87.86977	0.18814504	99.96	0.08	5084302.0	2.0	3227922.0	66.288	0.0	0.006556	0.000627	0.0	100.0	1.0		0.0	bacteria	0.9765	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_965321045.1	disagreement_141	85.12752	0.11677146	96.79	2.58	1748702.0	122.0	23949.0	45.736	22.74	0.000281	0.000229	40.435	18.227	13.0		0.0	bacteria	0.9765	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_965334145.1	disagreement_141	92.79599	12.060195	96.52	0.23	1681488.0	84.0	36194.0	27.439	7.828	0.000589	0.000227	24.607	60.218	10.0		0.0	bacteria	1.0	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_965658445.1	disagreement_141	99.66872	13.964706	99.57	0.04	2588811.0	38.0	155231.0	44.183	1.485	0.000428	9e-05	9.362	83.024	4.0		0.0	bacteria	1.0	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_977085625.1	disagreement_141	88.82126	4.40948	97.79	0.7	1920175.0	42.0	81058.0	47.108	4.189	0.000604	0.000285	1.442	84.228	3.0		0.0	bacteria	1.0	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_977552645.1	disagreement_141	83.88056	4.343486	97.81	0.07	2309429.0	77.0	63746.0	40.816	3.741	0.000845	0.00029	3.601	91.78	5.0		0.0	bacteria	1.0	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_977587715.1	disagreement_141	88.11548	29.642687	91.23	0.41	6628815.0	251.0	45972.0	62.984	10.43	0.000335	0.000193	39.316	30.38	15.0		0.0	bacteria	0.9059	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_977600635.1	disagreement_141	61.801643	0.04428625	93.08	1.04	2117329.0	272.0	9326.0	33.16	41.292	0.000306	0.000389	40.294	13.3	16.0		0.0	bacteria	0.9412	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_977879445.1	disagreement_141	98.92793	24.105246	92.63	1.53	3609840.0	1.0	3609840.0	64.143	0.0	0.000578	1.8e-05	0.0	100.0	1.0		0.0	bacteria	0.9765	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_980315005.1	disagreement_141	74.899536	0.44040084	93.62	3.94	2594901.0	408.0	8564.0	66.813	11.688	0.001743	0.000683	8.062	78.533	6.0		0.0	bacteria	0.9059	1.0	1.0	2.0	1.0	1.0	0.4159	1.0	1.176						
GCA_980363365.1	disagreement_141	82.906784	0.08375049	98.79	0.39	3063506.0	89.0	62365.0	64.295	2.43	0.000902	0.000237	2.322	90.2	4.0		0.0	bacteria	1.0	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_980407145.1	disagreement_141	99.35915	5.0718966	94.05	1.72	1712918.0	110.0	36257.0	27.686	7.602	0.000649	0.000374	17.284	56.94	8.0		0.0	bacteria	0.8824	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_980581105.1	disagreement_141	97.301735	6.7766247	91.31	3.07	7311075.0	2183.0	3812.0	70.111	15.985	0.002776	0.001367	14.405	64.616	15.0		0.0	bacteria	0.8235	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_000994635.1	neither_hq	57.12647	9.410318	81.62	5.62	654024.0	65.0	11655.0	39.862																								
GCA_001724675.1	neither_hq	50.25943	0.17394125	54.73	0.77	1226123.0	128.0	9921.0	65.491																								
GCA_001775355.1	neither_hq	76.665054	0.46458542	74.82	1.24	1951274.0	160.0	14089.0	43.295																								
GCA_001831115.1	neither_hq	74.27506	0.5398333	51.55	2.53	3338610.0	443.0	7452.0	61.787																								
GCA_001919445.1	neither_hq	52.692993	2.7347445	50.02	1.84	1955410.0	151.0	12961.0	60.329																								
GCA_002128215.1	neither_hq	92.897064	32.13293	76.83	27.07	3458612.0	3221.0	1168.0	69.194																								
GCA_002163065.1	neither_hq	69.17417	1.710245	74.44	0.46	1955517.0	198.0	17759.0	30.62																								
GCA_002308295.1	neither_hq	75.12591	0.021344423	68.16	0.32	1624273.0	180.0	11530.0	49.496																								
GCA_002368875.1	neither_hq	77.75314	0.08959472	81.68	0.21	1406368.0	127.0	17717.0	32.231																								
GCA_002394505.1	neither_hq	86.93481	0.18796921	74.15	3.52	1986881.0	226.0	10971.0	45.33																								
GCA_002685775.1	neither_hq	65.22231	16.903353	69.92	0.37	873883.0	58.0	18161.0	32.365																								
GCA_002737665.1	neither_hq	68.76479	0.15565753	66.14	0.85	1652972.0	60.0	36273.0	35.851																								
GCA_002783865.1	neither_hq	78.230865	0.33693016	89.9	0.5	2689483.0	180.0	20243.0	57.697																								
GCA_003137115.1	neither_hq	59.427567	0.5277842	58.58	2.0	1543902.0	69.0	39279.0	64.247																								
GCA_003331885.1	neither_hq	59.364807	13.407165	61.71	0.0	870081.0	36.0	28309.0	28.372																								
GCA_003509585.1	neither_hq	50.682034	0.04028678	52.8	0.08	900410.0	160.0	6464.0	35.372																								
GCA_004173945.1	neither_hq	83.00401	67.99385	76.46	53.05	10757792.0	5535.0	1931.0	70.57																								
GCA_004321685.1	neither_hq	53.661163	1.0080606	54.68	0.39	1042657.0	86.0	14046.0	62.019																								
GCA_004357305.1	neither_hq	73.27904	0.77236295	76.35	4.34	3250032.0	301.0	11544.0	55.173																								
GCA_005779265.1	neither_hq	50.78427	0.0018596649	21.23	0.21	1846017.0	470.0	3903.0	73.07																								
GCA_005790305.1	neither_hq	94.49833	21.397617	92.57	56.4	13107160.0	1200.0	13786.0	59.611																								
GCA_005879725.1	neither_hq	62.313976	1.3917595	63.29	3.83	2502707.0	513.0	5613.0	67.895																								
GCA_005880365.1	neither_hq	55.419514	1.9847572	64.14	0.89	2485608.0	769.0	4138.0	52.343																								
GCA_010022465.1	neither_hq	53.374767	0.00046491623	72.32	0.6	1229181.0	462.0	3120.0	61.089																								
GCA_010023795.1	neither_hq	72.58535	1.0191768	71.83	3.34	997221.0	375.0	3090.0	45.824																								
GCA_012841225.1	neither_hq	67.60196	0.3159821	77.41	0.87	1798676.0	325.0	7341.0	41.177																								
GCA_012964545.1	neither_hq	77.96179	20.53345	75.12	4.86	2131511.0	295.0	10506.0	52.628																								
GCA_013043585.1	neither_hq	73.68867	0.15457869	84.43	5.8	2614299.0	376.0	8365.0	58.097																								
GCA_013334385.1	neither_hq	52.35001	0.088593364	38.14	0.26	1451103.0	492.0	3074.0	66.896																								
GCA_014868575.1	neither_hq	77.701584	0.051683187	77.44	0.1	1760993.0	52.0	56693.0	60.104																								
GCA_015663435.1	neither_hq	51.036644	2.905047	47.94	1.78	1394212.0	291.0	6045.0	51.753																								
GCA_015664395.1	neither_hq	72.32645	0.55653155	89.74	0.48	2040233.0	122.0	31899.0	53.853																								
GCA_016193115.1	neither_hq	60.455235	0.0050336123	82.08	1.63	1495510.0	321.0	6338.0	49.616																								
GCA_016201405.1	neither_hq	74.48503	0.025320053	89.95	0.1	1987511.0	19.0	224036.0	51.508																								
GCA_016207365.1	neither_hq	58.076904	2.4632215	73.09	1.43	2074792.0	321.0	7623.0	53.655																								
GCA_016218815.1	neither_hq	80.6912	59.977142	83.3	2.69	7324227.0	161.0	78149.0	71.294																								
GCA_016280565.1	neither_hq	58.547523	0.85567236	81.56	1.75	1476079.0	279.0	6300.0	61.355																								
GCA_017306625.1	neither_hq	75.377686	0.021457672	82.41	5.41	3780427.0	997.0	4930.0	61.353																								
GCA_017392245.1	neither_hq	87.40959	0.2373159	65.02	5.46	1524176.0	361.0	4948.0	53.291																								
GCA_017398165.1	neither_hq	58.620426	0.010460615	81.76	0.53	1426731.0	232.0	8410.0	54.642																								
GCA_017414665.1	neither_hq	53.522537	0.19210577	53.21	3.1	1096732.0	308.0	3782.0	52.345																								
GCA_017429225.1	neither_hq	83.99107	0.23817718	83.27	0.44	2532411.0	68.0	89229.0	45.79																								
GCA_017451455.1	neither_hq	68.63294	0.052270293	53.53	2.5	1393885.0	322.0	4266.0	60.53																								
GCA_017511835.1	neither_hq	79.499954	2.2624044	93.14	11.41	675877.0	52.0	19488.0	44.611																								
GCA_017537325.1	neither_hq	70.75137	5.956569	77.58	7.48	1357736.0	37.0	77272.0	41.089																								
GCA_017538985.1	neither_hq	61.586708	0.17827749	70.56	2.18	818254.0	218.0	4090.0	24.55																								
GCA_017550315.1	neither_hq	97.004974	23.02938	86.05	5.06	3511390.0	231.0	22768.0	61.121																								
GCA_017561485.1	neither_hq	56.764965	0.018808246	49.94	4.44	1029188.0	418.0	2477.0	46.108																								
GCA_017632895.1	neither_hq	74.52565	0.104776025	81.84	0.58	856718.0	72.0	16386.0	23.118																								
GCA_017881545.1	neither_hq	86.349686	2.37844	85.95	1.69	2954574.0	467.0	6879.0	62.235																								
GCA_017985155.1	neither_hq	51.321022	0.0010669231	49.34	0.28	1341224.0	114.0	16495.0	45.917																								
GCA_017989775.1	neither_hq	62.251102	0.016981363	68.17	1.14	2053463.0	399.0	5462.0	38.994																								
GCA_018003835.1	neither_hq	50.156384	0.0006169081	39.03	0.04	899006.0	179.0	5220.0	43.367																								
GCA_018004355.1	neither_hq	50.140953	0.006645918	23.15	0.42	1257024.0	198.0	7206.0	56.571																								
GCA_018064325.1	neither_hq	65.3282	0.041419268	88.03	0.15	573249.0	158.0	4109.0	31.913																								
GCA_018334895.1	neither_hq	52.744743	2.0819008	63.61	0.02	763522.0	100.0	10113.0	46.889																								
GCA_018369725.1	neither_hq	93.09256	39.68497	100.0	5.8	6298483.0	132.0	147776.0	49.672																								
GCA_018384235.1	neither_hq	71.344765	3.570801	89.55	0.46	1694760.0	169.0	15584.0	54.833																								
GCA_019119235.1	neither_hq	68.96884	0.026464462	78.44	2.01	2175123.0	286.0	10302.0	49.44																								
GCA_019414485.1	neither_hq	79.16254	0.05259514	71.56	2.38	1665930.0	384.0	5004.0	60.091																								
GCA_019416335.1	neither_hq	73.68723	0.03761053	77.77	1.27	1789045.0	430.0	4823.0	69.998																								
GCA_019651035.1	neither_hq	51.20038	1.2627631	19.72	0.39	597031.0	2.0	559678.0	29.309																								
GCA_019751695.1	neither_hq	53.058243	0.117355585	58.67	1.41	1548460.0	697.0	2441.0	66.875																								
GCA_020433705.1	neither_hq	97.94621	5.547282	63.3	9.26	5336737.0	2429.0	3040.0	64.249																								
GCA_020446005.1	neither_hq	78.46096	0.076547265	81.15	4.54	2528376.0	329.0	10703.0	66.136																								
GCA_020446485.1	neither_hq	75.616135	0.016281009	76.83	2.57	2373343.0	447.0	6899.0	64.975																								
GCA_020627185.1	neither_hq	82.58374	0.019821525	80.65	5.51	1883230.0	404.0	6030.0	63.157																								
GCA_020852775.1	neither_hq	56.280125	0.0015944242	66.68	3.75	2126985.0	321.0	7641.0	62.216																								
GCA_021734505.1	neither_hq	62.39993	2.9996367	78.1	4.57	1982571.0	116.0	24297.0	40.671																								
GCA_021814685.1	neither_hq	76.85638	37.8243	61.58	8.89	4048930.0	913.0	4358.0	66.191																								
GCA_021842005.1	neither_hq	67.01987	10.89305	65.27	10.94	2864974.0	719.0	3862.0	72.341																								
GCA_022641845.1	neither_hq	77.63151	0.08548796	86.46	0.9	1350879.0	49.0	41064.0	37.204																								
GCA_022647105.1	neither_hq	70.3005	0.027129054	76.22	0.37	1815100.0	15.0	171630.0	60.772																								
GCA_022714405.1	neither_hq	85.087845	0.4464835	88.35	2.07	1983108.0	523.0	5391.0	60.024																								
GCA_022764095.1	neither_hq	99.290474	6.825656	84.69	6.45	3157694.0	272.0	20136.0	55.564																								
GCA_024233225.1	neither_hq	87.79198	0.18103719	64.85	0.19	5154969.0	103.0	244482.0	66.261																								
GCA_025057715.1	neither_hq	56.143425	0.023213029	71.11	1.2	901616.0	159.0	6847.0	43.524																								
GCA_025936635.1	neither_hq	85.288635	0.24186373	72.86	10.84	5414485.0	1027.0	5961.0	57.323																								
GCA_027083665.1	neither_hq	74.760185	0.22444725	77.02	1.0	1774635.0	371.0	6128.0	54.589																								
GCA_027336295.1	neither_hq	59.09599	0.50072074	52.27	0.0	2563798.0	865.0	3231.0	68.459																								
GCA_027345925.1	neither_hq	58.990776	0.003221631	72.06	2.58	1745111.0	261.0	7413.0	53.424																								
GCA_027385435.1	neither_hq	80.30395	0.09529889	78.18	0.02	3241115.0	243.0	20172.0	57.005																								
GCA_027410815.1	neither_hq	62.817284	0.38021207	59.36	1.69	2369841.0	612.0	4510.0	72.648																								
GCA_027533085.1	neither_hq	99.58852	11.997292	99.91	6.6	3707493.0	203.0	37877.0	63.885																								
GCA_028691095.1	neither_hq	70.98971	0.10125041	67.99	0.27	1674035.0	295.0	6423.0	52.787																								
GCA_028709285.1	neither_hq	78.90988	0.8238375	85.88	1.6	2029079.0	333.0	6719.0	44.749																								
GCA_028714435.1	neither_hq	80.706505	0.020882487	82.53	1.89	2290837.0	272.0	11085.0	51.067																								
GCA_028802975.1	neither_hq	50.861103	16.262604	28.78	3.91	1183231.0	2566.0	426.0	45.467																								
GCA_029237715.1	neither_hq	71.743225	0.31258464	81.36	1.56	2772461.0	366.0	8520.0	57.807																								
GCA_029567925.1	neither_hq	51.840664	21.053865	47.59	9.26	1472149.0	986.0	1376.0	59.469																								
GCA_029861005.1	neither_hq	81.24961	0.59185624	88.67	3.45	2745801.0	400.0	8537.0	58.095																								
GCA_030152885.1	neither_hq	75.17435	0.0029057264	77.42	0.45	1605292.0	244.0	7889.0	47.56																								
GCA_030597115.1	neither_hq	68.365135	0.026091933	67.9	2.55	3130302.0	860.0	3924.0	61.039																								
GCA_030606615.1	neither_hq	50.11639	0.0006556511	35.19	1.76	544532.0	127.0	4451.0	55.274																								
GCA_030607655.1	neither_hq	73.02629	0.82034767	75.7	2.46	2139077.0	254.0	8902.0	57.094																								
GCA_030610225.1	neither_hq	51.633537	0.51839054	73.34	1.07	1301342.0	218.0	7215.0	44.07																								
GCA_030856995.1	neither_hq	55.011093	0.07674098	44.06	1.82	1592318.0	179.0	9952.0	63.777																								
GCA_031273935.1	neither_hq	78.59021	5.141777	71.56	0.62	1028588.0	172.0	6687.0	26.384																								
GCA_031277445.1	neither_hq	55.53827	0.12295544	73.31	0.02	1337145.0	211.0	7137.0	56.525																								
GCA_031280705.1	neither_hq	81.5032	0.7990807	88.85	2.41	2309977.0	292.0	9518.0	58.061																								
GCA_031419795.1	neither_hq	88.163025	0.11974573	84.78	6.39	3585515.0	926.0	4608.0	61.237																								
GCA_031971075.1	neither_hq	80.488594	0.19237101	60.43	2.72	4870701.0	1084.0	5115.0	45.529																								
GCA_031996725.1	neither_hq	60.494846	0.007584691	65.06	2.23	1331507.0	595.0	2402.0	35.393																								
GCA_032230755.1	neither_hq	67.37694	6.078437	62.06	4.08	4085992.0	644.0	7789.0	65.359																								
GCA_033808535.1	neither_hq	84.5665	13.114273	86.37	0.19	2231006.0	215.0	13272.0	53.094																								
GCA_034668685.1	neither_hq	72.334175	0.6777555	88.22	4.02	2850819.0	152.0	29120.0	68.809																								
GCA_035259295.1	neither_hq	75.55761	1.0471284	76.12	3.23	3753833.0	771.0	5237.0	56.378																								
GCA_035312525.1	neither_hq	81.57622	33.104008	75.09	14.35	4367772.0	1204.0	3757.0	70.034																								
GCA_035316505.1	neither_hq	70.465126	0.053152442	79.21	1.71	4669103.0	1215.0	4035.0	40.956																								
GCA_035318245.1	neither_hq	76.26579	0.05504787	87.89	1.63	2184596.0	266.0	11418.0	64.027																								
GCA_035328525.1	neither_hq	54.78017	0.01977086	56.37	2.8	2142735.0	744.0	2996.0	68.055																								
GCA_035369085.1	neither_hq	59.38041	20.193562	77.7	2.84	645780.0	112.0	6562.0	29.794																								
GCA_035433545.1	neither_hq	75.73834	0.123518705	88.24	0.56	2794608.0	131.0	30836.0	74.328																								
GCA_035458905.1	neither_hq	89.118355	0.49377084	71.2	0.22	2686084.0	264.0	13106.0	68.653																								
GCA_035491135.1	neither_hq	62.713314	0.0035434961	65.31	3.04	2211935.0	550.0	4631.0	62.318																								
GCA_035511355.1	neither_hq	62.84974	0.016874075	78.89	2.75	3407119.0	562.0	7428.0	71.343																								
GCA_035513115.1	neither_hq	58.18269	1.6929895	87.13	4.56	2221611.0	257.0	12249.0	69.534																								
GCA_035523935.1	neither_hq	87.59694	3.2828212	77.55	8.81	6447292.0	601.0	15472.0	61.421																								
GCA_035526525.1	neither_hq	67.47857	0.06509721	86.92	5.45	2475698.0	189.0	18668.0	70.408																								
GCA_035555755.1	neither_hq	62.419006	0.1647383	56.84	2.2	2335281.0	678.0	3808.0	63.717																								
GCA_035635925.1	neither_hq	56.926506	0.008803606	69.8	3.73	3413037.0	784.0	5369.0	67.096																								
GCA_035761685.1	neither_hq	52.964504	0.99300146	58.83	2.05	1837195.0	296.0	7589.0	69.382																								
GCA_036004525.1	neither_hq	69.58294	5.031362	71.88	2.46	2892494.0	136.0	37081.0	70.015																								
GCA_036126015.1	neither_hq	62.085777	0.46429336	65.5	1.41	901137.0	177.0	5575.0	35.838																								
GCA_036172385.1	neither_hq	61.535164	0.026011467	63.16	2.44	1839067.0	192.0	10460.0	36.035																								
GCA_036479895.1	neither_hq	83.54355	6.443328	79.9	1.68	2287233.0	309.0	9617.0	39.374																								
GCA_036504175.1	neither_hq	75.57918	0.27164817	82.03	2.89	3157773.0	388.0	12709.0	72.5																								
GCA_036513235.1	neither_hq	75.26907	0.9296298	77.28	1.14	3403766.0	806.0	4486.0	36.402																								
GCA_036645095.1	neither_hq	86.389915	0.0039964914	82.33	1.95	3133034.0	262.0	21746.0	57.915																								
GCA_036645815.1	neither_hq	86.81778	0.26997924	74.75	0.16	1054710.0	40.0	48910.0	30.55																								
GCA_036772595.1	neither_hq	60.190918	0.15731156	65.71	2.82	1329525.0	467.0	3089.0	34.452																								
GCA_036788935.1	neither_hq	84.25002	0.042051077	79.95	3.27	2840726.0	125.0	32343.0	47.967																								
GCA_036833475.1	neither_hq	71.53644	0.5671978	68.54	4.08	4886113.0	1335.0	4220.0	75.874																								
GCA_037231935.1	neither_hq	77.6709	0.5042583	66.22	2.21	1145022.0	409.0	3362.0	26.593																								
GCA_037237185.1	neither_hq	81.45747	0.068071485	86.92	3.75	2017545.0	498.0	5365.0	61.771																								
GCA_037349625.1	neither_hq	76.71037	0.0035077333	78.12	0.21	2276438.0	430.0	8204.0	47.923																								
GCA_037429105.1	neither_hq	67.01083	0.0034958124	60.54	0.87	1241348.0	547.0	2509.0	61.664																								
GCA_038078495.1	neither_hq	53.451096	3.7439795	84.13	0.88	545769.0	67.0	9893.0	45.989																								
GCA_038102965.1	neither_hq	87.23558	0.94207525	71.47	1.14	2395362.0	857.0	2850.0	47.776																								
GCA_038115435.1	neither_hq	63.52534	0.41095912	64.52	0.03	1069240.0	44.0	30163.0	37.177																								
GCA_038133705.1	neither_hq	60.839474	8.121702	84.48	1.1	2563369.0	393.0	11729.0	54.481																								
GCA_038136115.1	neither_hq	50.944775	0.008785725	79.47	0.69	756543.0	212.0	4052.0	33.161																								
GCA_039649125.1	neither_hq	81.05362	4.6381145	87.3	5.1	4932095.0	377.0	17751.0	65.819																								
GCA_040388865.1	neither_hq	76.802155	3.3200355	86.79	0.14	2202739.0	42.0	92482.0	63.96																								
GCA_040510255.1	neither_hq	83.15279	0.23806989	85.34	3.49	3479894.0	322.0	15566.0	56.178																								
GCA_041166265.1	neither_hq	55.312176	10.480398	45.58	1.59	2385551.0	471.0	5370.0	67.525																								
GCA_041336395.1	neither_hq	76.86208	2.406466	82.84	0.64	2535017.0	8.0	373985.0	45.291																								
GCA_041389865.1	neither_hq	84.704895	0.07652938	63.1	0.38	6022054.0	251.0	36490.0	71.417																								
GCA_041484745.1	neither_hq	61.120094	5.226195	68.63	1.5	2163984.0	252.0	10038.0	54.434																								
GCA_041546445.1	neither_hq	60.11406	0.014126301	58.75	5.39	1609500.0	940.0	1762.0	64.822																								
GCA_041560395.1	neither_hq	53.989475	0.34724176	54.86	2.67	1315295.0	507.0	2649.0	65.191																								
GCA_041562455.1	neither_hq	70.296875	0.2311498	77.15	5.45	1902237.0	619.0	3293.0	65.082																								
GCA_041575815.1	neither_hq	54.002808	0.105917454	46.39	2.69	1987617.0	362.0	5949.0	69.539																								
GCA_041582515.1	neither_hq	51.78785	0.0008314848	63.98	3.96	1685880.0	394.0	4996.0	65.432																								
GCA_041612575.1	neither_hq	66.68813	0.8415371	79.77	7.02	2047746.0	411.0	6288.0	63.544																								
GCA_041616275.1	neither_hq	97.513954	8.764735	78.39	9.69	4731630.0	1198.0	4445.0	50.061																								
GCA_041635915.1	neither_hq	99.13616	9.39613	65.27	7.49	4488067.0	1116.0	4672.0	56.126																								
GCA_041691375.1	neither_hq	56.623516	1.6083628	70.36	0.52	4568835.0	1098.0	4979.0	73.735																								
GCA_041818175.1	neither_hq	82.46773	0.6463289	83.35	2.31	1348658.0	143.0	11748.0	44.028																								
GCA_041827985.1	neither_hq	76.40079	0.6814003	82.23	7.41	1921467.0	288.0	7846.0	38.168																								
GCA_041831705.1	neither_hq	61.32906	0.003066659	68.5	6.19	1270243.0	69.0	37149.0	40.601																								
GCA_041835305.1	neither_hq	70.74801	0.12071133	58.2	6.65	2294938.0	463.0	5176.0	40.677																								
GCA_042641055.1	neither_hq	73.67936	0.034880638	74.56	1.87	1843574.0	510.0	4127.0	43.364																								
GCA_043721155.1	neither_hq	76.01668	0.24912953	72.09	1.57	4088143.0	1224.0	3664.0	61.616																								
GCA_043747815.1	neither_hq	83.77225	43.81188	96.37	8.22	10051293.0	269.0	90313.0	65.906																								
GCA_043786045.1	neither_hq	71.289154	11.254957	71.25	1.44	699747.0	157.0	4942.0	38.541																								
GCA_043812555.1	neither_hq	72.06967	0.12500286	88.79	2.96	598401.0	44.0	20596.0	36.557																								
GCA_044369345.1	neither_hq	82.82767	16.917212	89.03	1.27	2714794.0	501.0	6064.0	55.476																								
GCA_045119495.1	neither_hq	82.91873	1.0534883	83.11	3.8	1584867.0	75.0	46578.0	44.659																								
GCA_045616305.1	neither_hq	83.84759	0.029936433	82.33	0.19	2159725.0	112.0	33083.0	38.727																								
GCA_045642365.1	neither_hq	53.94987	0.2799362	75.89	2.28	839545.0	146.0	6847.0	37.361																								
GCA_046048495.1	neither_hq	87.49983	0.55359304	85.77	3.94	1338983.0	206.0	7386.0	45.336																								
GCA_046314075.1	neither_hq	83.83113	0.17542541	68.29	3.53	4706852.0	2463.0	1981.0	71.101																								
GCA_046705865.1	neither_hq	59.19633	12.489915	66.13	3.08	3459464.0	1031.0	3670.0	66.318																								
GCA_046961595.1	neither_hq	85.615524	0.026264787	86.91	0.8	2458919.0	200.0	20310.0	47.466																								
GCA_047178705.1	neither_hq	86.75574	3.874302e-05	79.48	0.19	1782029.0	131.0	17803.0	50.116																								
GCA_047609145.1	neither_hq	95.03578	15.354842	84.16	5.95	5503432.0	345.0	22488.0	48.317																								
GCA_048168485.1	neither_hq	70.764305	0.005853176	73.49	0.46	2300351.0	447.0	5518.0	43.871																								
GCA_048330115.1	neither_hq	97.09273	33.537792	100.0	8.11	4990885.0	499.0	26349.0	37.263																								
GCA_048357835.1	neither_hq	76.9151	0.3369391	77.65	1.02	1779515.0	382.0	5809.0	60.559																								
GCA_048425005.1	neither_hq	85.22645	0.11766255	88.8	0.98	1620990.0	171.0	12283.0	62.025																								
GCA_048503635.1	neither_hq	77.26785	0.24621189	78.24	2.99	2514387.0	683.0	4318.0	65.687																								
GCA_048503775.1	neither_hq	78.37751	0.023338199	75.7	1.98	1369241.0	561.0	2809.0	53.991																								
GCA_048521985.1	neither_hq	71.30464	0.008034706	75.73	1.95	1788489.0	273.0	7985.0	41.922																								
GCA_048527445.1	neither_hq	75.45206	0.15776455	80.17	0.97	1400976.0	212.0	7751.0	46.453																								
GCA_048569215.1	neither_hq	99.999794	99.74009	100.0	99.55	45443492.0	40535.0	1212.0	61.678																								
GCA_048614655.1	neither_hq	52.003365	0.23634732	32.66	4.0	1526866.0	260.0	6858.0	64.388																								
GCA_049619655.1	neither_hq	59.233635	0.0005155802	74.57	3.27	1275502.0	456.0	3707.0	51.975																								
GCA_049621365.1	neither_hq	50.92879	0.005581975	52.05	0.85	939291.0	628.0	1477.0	56.67																								
GCA_049645345.1	neither_hq	71.848404	0.08523166	84.63	0.55	2840513.0	730.0	4592.0	36.608																								
GCA_050013135.1	neither_hq	78.01178	64.62436	99.11	13.07	8344117.0	688.0	18393.0	56.889																								
GCA_050304835.1	neither_hq	79.11115	0.088855624	85.0	1.06	3268996.0	87.0	102346.0	62.358																								
GCA_050486045.1	neither_hq	67.24272	1.5334487	47.93	0.45	2884632.0	941.0	3270.0	47.487																								
