accession	organism	species_taxid	level	contigs	genome_size	ftp	excluded	label	matched_to
GCA_946223725.1	Streptococcus mitis	28037	Contig	932	2254571	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/946/223/725/GCA_946223725.1_B1/	contaminated; from large multi-isolate project	flagged_contaminated	
GCA_009496825.1	Streptococcus mitis	28037	Contig	450	1869157	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/496/825/GCA_009496825.1_ASM949682v1/	na	unflagged_control	GCA_946223725.1
GCA_011077745.1	Escherichia coli	562	Scaffold	160	4958810	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/077/745/GCA_011077745.1_ASM1107774v1/	contaminated	flagged_contaminated	
GCA_000333195.1	Escherichia coli O5:K4(L):H4 str. ATCC 23502	562	Contig	160	4678866	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/333/195/GCA_000333195.1_ASM33319v1/	na	unflagged_control	GCA_011077745.1
GCA_000380265.1	Pediococcus acidilactici D3	1254	Scaffold	27	1962826	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/380/265/GCA_000380265.1_PAD3_1.0/	contaminated	flagged_contaminated	
GCA_004099675.1	Pediococcus acidilactici	1254	Scaffold	27	1946965	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/099/675/GCA_004099675.1_ASM409967v1/	na	unflagged_control	GCA_000380265.1
GCA_032988645.1	Klebsiella michiganensis	1134687	Contig	302	6773400	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/988/645/GCA_032988645.1_PDT001951646.1/	contaminated; from large multi-isolate project	flagged_contaminated	
GCA_030359105.1	Klebsiella michiganensis	1134687	Contig	298	5959698	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/359/105/GCA_030359105.1_ASM3035910v1/	na	unflagged_control	GCA_032988645.1
GCA_001861565.1	Acinetobacter baumannii	470	Scaffold	145	3920720	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/861/565/GCA_001861565.1_ASM186156v1/	contaminated	flagged_contaminated	
GCA_000582035.1	Acinetobacter baumannii 43926	470	Contig	145	4000479	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/582/035/GCA_000582035.1_ASM58203v1/	na	unflagged_control	GCA_001861565.1
GCA_037952155.1	Listeria monocytogenes	1639	Scaffold	27	2930509	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/952/155/GCA_037952155.1_ASM3795215v1/	contaminated; from large multi-isolate project	flagged_contaminated	
GCA_000585795.1	Listeria monocytogenes Lm_1840	1639	Scaffold	27	2998824	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/585/795/GCA_000585795.1_Lm1840/	na	unflagged_control	GCA_037952155.1
GCA_002959495.1	Pantoea ananatis	553	Contig	68	4862623	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/959/495/GCA_002959495.1_ASM295949v1/	contaminated	flagged_contaminated	
GCA_001476115.1	Pantoea ananatis	553	Contig	69	4732969	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/476/115/GCA_001476115.1_ASM147611v1/	na	unflagged_control	GCA_002959495.1
GCA_948589295.1	Lactobacillus johnsonii	33959	Scaffold	295	1819960	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/948/589/295/GCA_948589295.1_MGBC131791/	contaminated; derived from metagenome	flagged_contaminated	
GCA_978043885.1	Lactobacillus johnsonii	33959	Contig	122	1893023	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/043/885/GCA_978043885.1_AMBV-0072/	na	unflagged_control	GCA_948589295.1
GCA_048467855.1	Blautia faecicola	2509240	Contig	65	2812569	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/467/855/GCA_048467855.1_ASM4846785v1/	contaminated; derived from metagenome	flagged_contaminated	
GCA_004123145.1	Blautia faecicola	2509240	Contig	5	3738517	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/123/145/GCA_004123145.1_ASM412314v1/	na	unflagged_control	GCA_048467855.1
GCA_049901835.1	Enterobacter hormaechei	158836	Contig	125	4905335	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/049/901/835/GCA_049901835.1_ASM4990183v1/	contaminated	flagged_contaminated	
GCA_002334265.1	Enterobacter hormaechei	158836	Scaffold	125	5074505	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/334/265/GCA_002334265.1_ASM233426v1/	na	unflagged_control	GCA_049901835.1
GCA_901001975.1	Klebsiella pneumoniae	573	Scaffold	5076	7541644	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/001/975/GCA_901001975.1_HAK254/	contaminated; fragmented assembly; from large multi-isolate project; genome length too large	flagged_contaminated	
GCA_900501095.1	Klebsiella pneumoniae	573	Contig	1876	6136763	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/501/095/GCA_900501095.1_18623_1_122/	na	unflagged_control	GCA_901001975.1
GCA_948564515.1	Parasutterella excrementihominis	487175	Scaffold	967	2413938	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/948/564/515/GCA_948564515.1_MGBC129752/	contaminated; derived from metagenome; fragmented assembly	flagged_contaminated	
GCA_027671825.1	Parasutterella excrementihominis	487175	Scaffold	481	2677894	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/671/825/GCA_027671825.1_ASM2767182v1/	na	unflagged_control	GCA_948564515.1
GCA_001098365.1	Streptococcus pneumoniae	1313	Scaffold	777	3111767	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/098/365/GCA_001098365.1_6823_4_3/	contaminated; genome length too large	flagged_contaminated	
GCA_900044825.1	Streptococcus pneumoniae	1313	Scaffold	758	2360926	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/044/825/GCA_900044825.1_11511_8_12/	na	unflagged_control	GCA_001098365.1
GCA_045624725.1	Citrobacter amalonaticus	35703	Contig	8	5387894	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/045/624/725/GCA_045624725.1_ASM4562472v1/	contaminated	flagged_contaminated	
GCA_045584865.1	Citrobacter amalonaticus	35703	Contig	8	5342782	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/045/584/865/GCA_045584865.1_ASM4558486v1/	na	unflagged_control	GCA_045624725.1
GCA_004384005.1	Listeria monocytogenes	1639	Contig	211	3468230	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/384/005/GCA_004384005.1_PDT000190292.2/	contaminated; from large multi-isolate project	flagged_contaminated	
GCA_046532955.1	Listeria monocytogenes	1639	Contig	215	3027464	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/532/955/GCA_046532955.1_ASM4653295v1/	na	unflagged_control	GCA_004384005.1
GCA_001398375.1	Chlamydia trachomatis	813	Scaffold	8120	8864589	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/398/375/GCA_001398375.1_8036_1_15/	contaminated; RefSeq annotation failed; fragmented assembly; genome length too large	flagged_contaminated	
GCA_001213525.1	Chlamydia trachomatis	813	Scaffold	82	1116825	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/213/525/GCA_001213525.1_5082_8_4/	na	unflagged_control	GCA_001398375.1
GCA_033286305.1	Klebsiella planticola	575	Contig	89	6332113	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/286/305/GCA_033286305.1_PDT001707648.2/	contaminated; from large multi-isolate project	flagged_contaminated	
GCA_004312145.1	Klebsiella planticola	575	Contig	90	5960152	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/312/145/GCA_004312145.1_ASM431214v1/	na	unflagged_control	GCA_033286305.1
GCA_034151705.1	Citrobacter braakii	57706	Contig	33	5375100	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/151/705/GCA_034151705.1_ASM3415170v1/	contaminated; derived from metagenome	flagged_contaminated	
GCA_046518825.1	Citrobacter braakii	57706	Contig	33	5194200	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/518/825/GCA_046518825.1_ASM4651882v1/	na	unflagged_control	GCA_034151705.1
GCA_024462235.1	Oscillibacter valericigenes	351091	Contig	58	2700719	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/462/235/GCA_024462235.1_ASM2446223v1/	contaminated	flagged_contaminated	
GCA_021531915.1	Oscillibacter valericigenes	351091	Contig	63	2493294	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/531/915/GCA_021531915.1_ASM2153191v1/	na	unflagged_control	GCA_024462235.1
GCA_052057705.1	Campylobacter jejuni	197	Contig	23	1647620	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/057/705/GCA_052057705.1_ASM5205770v1/	contaminated	flagged_contaminated	
GCA_001227605.1	Campylobacter jejuni	197	Contig	23	1734367	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/227/605/GCA_001227605.1_7213_3_67/	na	unflagged_control	GCA_052057705.1
GCA_025254525.1	Escherichia coli	562	Contig	197	5461666	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/254/525/GCA_025254525.1_PDT001423780.1/	contaminated; from large multi-isolate project	flagged_contaminated	
GCA_000358735.1	Escherichia coli P0302308.12	562	Contig	197	5161773	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/358/735/GCA_000358735.1_ASM35873v1/	na	unflagged_control	GCA_025254525.1
GCA_963607405.1	Fusicatenibacter saccharivorans	1150298	Scaffold	238	4059456	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/607/405/GCA_963607405.1_E07150-L1_cleanbin_000059_GreatApes/	contaminated; derived from metagenome	flagged_contaminated	
GCA_018784465.1	Fusicatenibacter saccharivorans	1150298	Scaffold	242	3165398	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/784/465/GCA_018784465.1_ASM1878446v1/	na	unflagged_control	GCA_963607405.1
GCA_004767215.1	Ligilactobacillus ruminis	1623	Contig	611	2397517	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/767/215/GCA_004767215.1_ASM476721v1/	contaminated	flagged_contaminated	
GCA_001008745.1	Ligilactobacillus ruminis S23	1623	Contig	422	1907078	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/008/745/GCA_001008745.1_Lactobacillus_ruminis_S23/	na	unflagged_control	GCA_004767215.1
GCA_021222405.3	Citrobacter freundii	546	Contig	127	5591328	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/222/405/GCA_021222405.3_PDT001204886.3/	contaminated; from large multi-isolate project	flagged_contaminated	
GCA_018442145.1	Citrobacter freundii	546	Scaffold	127	5450087	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/442/145/GCA_018442145.1_ASM1844214v1/	na	unflagged_control	GCA_021222405.3
GCA_015901965.1	Citrobacter freundii	546	Contig	221	5732149	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/901/965/GCA_015901965.1_PDT000869535.1/	contaminated; from large multi-isolate project	flagged_contaminated	
GCA_036578465.1	Citrobacter freundii	546	Contig	221	5586473	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/578/465/GCA_036578465.1_ASM3657846v1/	na	unflagged_control	GCA_015901965.1
GCA_009659695.1	Escherichia coli	562	Scaffold	102	4914546	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/659/695/GCA_009659695.1_ASM965969v1/	contaminated	flagged_contaminated	
GCA_000408485.1	Escherichia coli KTE74	562	Scaffold	102	5218036	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/408/485/GCA_000408485.1_Esch_coli_KTE74_V1/	na	unflagged_control	GCA_009659695.1
GCA_948810205.1	Parabacteroides distasonis	823	Scaffold	602	3721731	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/948/810/205/GCA_948810205.1_MGBC144113/	contaminated; derived from metagenome; genome length too small	flagged_contaminated	
GCA_015671155.1	Parabacteroides distasonis	823	Contig	592	5054760	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/671/155/GCA_015671155.1_ASM1567115v1/	na	unflagged_control	GCA_948810205.1
GCA_025543215.1	Pseudocoprococcus catus	116085	Contig	251	2509107	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/543/215/GCA_025543215.1_ASM2554321v1/	contaminated; derived from metagenome; genome length too small	flagged_contaminated	
GCA_018785175.1	Pseudocoprococcus catus	116085	Scaffold	187	3571390	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/785/175/GCA_018785175.1_ASM1878517v1/	na	unflagged_control	GCA_025543215.1
GCA_902386935.1	Varibaculum timonense	1964383	Scaffold	7	2736213	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/386/935/GCA_902386935.1_UHGG_MGYG-HGUT-02421/	contaminated; unverified source organism	flagged_contaminated	
GCA_027694345.1	Varibaculum timonense	1964383	Scaffold	30	2134390	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/694/345/GCA_027694345.1_ASM2769434v1/	na	unflagged_control	GCA_902386935.1
GCA_963516295.1	Candidatus Nanogingivalis gingivitcus	2171992	Contig	34	826269	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/516/295/GCA_963516295.1_ERR9969003_bin.4_MetaWRAP_v1.3_MAG/	contaminated; derived from metagenome	flagged_contaminated	
GCA_004151455.1	Candidatus Nanogingivalis gingivitcus	2171992	Contig	17	625762	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/151/455/GCA_004151455.1_ASM415145v1/	na	unflagged_control	GCA_963516295.1
GCA_900195665.1	Escherichia coli	562	Contig	537	5611896	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/195/665/GCA_900195665.1_F1_404A/	contaminated	flagged_contaminated	
GCA_000305375.2	Escherichia coli 8.0586	562	Scaffold	537	5420472	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/305/375/GCA_000305375.2_ASM30537v2/	na	unflagged_control	GCA_900195665.1
GCA_012930255.1	Escherichia coli	562	Contig	426	5723419	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/930/255/GCA_012930255.1_ASM1293025v1/	contaminated; from large multi-isolate project	flagged_contaminated	
GCA_000267885.2	Escherichia coli PA9	562	Scaffold	426	5417958	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/267/885/GCA_000267885.2_ASM26788v2/	na	unflagged_control	GCA_012930255.1
GCA_000749985.1	Geobacillus stearothermophilus	1422	Contig	178	3269141	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/749/985/GCA_000749985.1_ASM74998v1/	contaminated	flagged_contaminated	
GCA_021890835.2	Geobacillus stearothermophilus	1422	Scaffold	178	2993965	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/890/835/GCA_021890835.2_ASM2189083v2/	na	unflagged_control	GCA_000749985.1
GCA_949016355.1	Lactobacillus johnsonii	33959	Scaffold	483	1582805	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/016/355/GCA_949016355.1_MGBC102822/	contaminated; derived from metagenome; fragmented assembly	flagged_contaminated	
GCA_002253275.1	Lactobacillus johnsonii	33959	Scaffold	121	1961762	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/253/275/GCA_002253275.1_ASM225327v1/	na	unflagged_control	GCA_949016355.1
GCA_949390595.1	Xylanibacter caecicola	2736294	Contig	290	2267879	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/390/595/GCA_949390595.1_extra-SRR6945379.13_1677799376/	contaminated; annotation fails MAG completeness check; derived from metagenome	flagged_contaminated	
GCA_013166515.1	Xylanibacter caecicola	2736294	Contig	68	3097189	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/166/515/GCA_013166515.1_ASM1316651v1/	na	unflagged_control	GCA_949390595.1
GCA_041098165.1	Escherichia coli	562	Scaffold	142	5142078	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/098/165/GCA_041098165.1_ASM4109816v1/	contaminated; from large multi-isolate project	flagged_contaminated	
GCA_000358875.1	Escherichia coli P0302308.10	562	Contig	142	5222034	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/358/875/GCA_000358875.1_ASM35887v1/	na	unflagged_control	GCA_041098165.1
GCA_022162865.1	Escherichia coli	562	Contig	193	5481482	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/162/865/GCA_022162865.1_PDT001243247.1/	contaminated; from large multi-isolate project	flagged_contaminated	
GCA_000357905.2	Escherichia coli P0304816.9	562	Contig	193	5191276	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/357/905/GCA_000357905.2_ASM35790v2/	na	unflagged_control	GCA_022162865.1
GCA_029991955.1	Escherichia coli	562	Scaffold	595	5130711	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/991/955/GCA_029991955.1_ASM2999195v1/	contaminated	flagged_contaminated	
GCA_000267705.2	Escherichia coli PA33	562	Scaffold	595	5347937	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/267/705/GCA_000267705.2_ASM26770v2/	na	unflagged_control	GCA_029991955.1
GCA_043396485.1	Escherichia coli	562	Contig	107	5451629	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/396/485/GCA_043396485.1_PDT002282007.1/	contaminated; from large multi-isolate project	flagged_contaminated	
GCA_000304855.2	Escherichia coli 10.0821	562	Contig	107	5188594	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/304/855/GCA_000304855.2_ASM30485v2/	na	unflagged_control	GCA_043396485.1
GCA_911104905.1	Escherichia coli	562	Contig	169	5573194	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/911/104/905/GCA_911104905.1_STEC_SHEEP_VTEC-2R/	contaminated; from large multi-isolate project	flagged_contaminated	
GCA_000303255.2	Escherichia coli 0.1288	562	Scaffold	169	4945604	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/303/255/GCA_000303255.2_ASM30325v2/	na	unflagged_control	GCA_911104905.1
GCA_947369615.1	Faecalibaculum rodentium	1702221	Contig	245	2019353	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/947/369/615/GCA_947369615.1_SRR16348850_bin.4_metawrap_v1.3_MAG/	contaminated; annotation fails MAG completeness check; derived from metagenome	flagged_contaminated	
GCA_041225295.1	Faecalibaculum rodentium	1702221	Contig	153	2284491	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/225/295/GCA_041225295.1_ASM4122529v1/	na	unflagged_control	GCA_947369615.1
GCA_004103075.1	Enterococcus faecalis	1351	Contig	170	3200532	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/103/075/GCA_004103075.1_ASM410307v1/	contaminated	flagged_contaminated	
GCA_001058715.1	Enterococcus faecalis	1351	Contig	171	2795432	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/058/715/GCA_001058715.1_ASM105871v1/	na	unflagged_control	GCA_004103075.1
GCA_049605575.1	Escherichia coli	562	Contig	127	5777502	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/049/605/575/GCA_049605575.1_PDT002716139.1/	contaminated; from large multi-isolate project	flagged_contaminated	
GCA_000167855.1	Escherichia coli E22	562	Contig	127	5528238	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/167/855/GCA_000167855.1_ASM16785v1/	na	unflagged_control	GCA_049605575.1
GCA_918376045.1	Escherichia coli	562	Scaffold	877	5705540	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/918/376/045/GCA_918376045.1_S3227_3/	contaminated; from large multi-isolate project	flagged_contaminated	
GCA_003255085.1	Escherichia coli	562	Contig	877	5489294	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/255/085/GCA_003255085.1_ASM325508v1/	na	unflagged_control	GCA_918376045.1
GCA_900143365.1	Enterococcus faecalis	1351	Scaffold	216	3114862	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/143/365/GCA_900143365.1_Hp_74-d5_05/	contaminated	flagged_contaminated	
GCA_022407815.1	Enterococcus faecalis	1351	Contig	216	3167931	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/407/815/GCA_022407815.1_ASM2240781v1/	na	unflagged_control	GCA_900143365.1
GCA_014799065.1	Xanthomonas citri pv. citri	346	Contig	1507	5658299	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/799/065/GCA_014799065.1_ASM1479906v1/	contaminated; from large multi-isolate project	flagged_contaminated	
GCA_000825605.2	Xanthomonas citri pv. citri	346	Scaffold	1479	5338924	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/825/605/GCA_000825605.2_XACS582/	na	unflagged_control	GCA_014799065.1
GCA_043236325.1	Escherichia coli	562	Contig	141	5692778	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/236/325/GCA_043236325.1_PDT002248389.1/	contaminated; from large multi-isolate project	flagged_contaminated	
GCA_000191015.1	Escherichia coli H489	562	Scaffold	141	4876591	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/191/015/GCA_000191015.1_ASM19101v1/	na	unflagged_control	GCA_043236325.1
GCA_009683535.1	Escherichia coli	562	Scaffold	170	5845134	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/683/535/GCA_009683535.1_ASM968353v1/	contaminated; from large multi-isolate project	flagged_contaminated	
GCA_000225185.3	Escherichia coli STEC_H.I.8	562	Contig	170	5420504	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/225/185/GCA_000225185.3_ASM22518v3/	na	unflagged_control	GCA_009683535.1
GCA_000415665.1	Chlamydia psittaci 03DC29	83554	Scaffold	285	1235517	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/415/665/GCA_000415665.1_ASM41566v1/	contaminated	flagged_contaminated	
GCA_000415645.1	Chlamydia psittaci 02DC23	83554	Scaffold	59	1206602	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/415/645/GCA_000415645.1_ASM41564v1/	na	unflagged_control	GCA_000415665.1
GCA_055471255.1	Klebsiella pneumoniae	573	Contig	212	5687434	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/055/471/255/GCA_055471255.1_ASM5547125v1/	contaminated	flagged_contaminated	
GCA_002114225.1	Klebsiella pneumoniae	573	Scaffold	212	5584615	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/114/225/GCA_002114225.1_ASM211422v1/	na	unflagged_control	GCA_055471255.1
GCA_020075665.1	Burkholderia contaminans	488447	Contig	2744	9510405	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/075/665/GCA_020075665.1_ASM2007566v1/	contaminated; unverified source organism; fragmented assembly	flagged_contaminated	
GCA_038066935.1	Burkholderia contaminans	488447	Scaffold	558	8591216	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/066/935/GCA_038066935.1_ASM3806693v1/	na	unflagged_control	GCA_020075665.1
GCA_000658985.1	Salmonella enterica subsp. enterica serovar Cerro str. FSL R8-0235	28901	Contig	126	4675817	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/658/985/GCA_000658985.1_ASM65898v1/	contaminated; many frameshifted proteins	flagged_contaminated	
GCA_000330145.1	Salmonella enterica subsp. enterica serovar Enteritidis str. 648898 4-5	28901	Contig	126	4710555	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/330/145/GCA_000330145.1_ASM33014v1/	na	unflagged_control	GCA_000658985.1
GCA_004310645.1	Klebsiella oxytoca	571	Scaffold	2615	6997087	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/310/645/GCA_004310645.1_ASM431064v1/	contaminated; fragmented assembly	flagged_contaminated	
GCA_964207445.1	Klebsiella oxytoca	571	Contig	1162	5555923	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/207/445/GCA_964207445.1_FFDD_3748.1/	na	unflagged_control	GCA_004310645.1
GCA_032988605.1	Klebsiella michiganensis	1134687	Contig	186	7019150	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/988/605/GCA_032988605.1_PDT001951649.1/	contaminated; from large multi-isolate project	flagged_contaminated	
GCA_016652915.1	Klebsiella michiganensis	1134687	Contig	186	6288658	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/652/915/GCA_016652915.1_ASM1665291v1/	na	unflagged_control	GCA_032988605.1
GCA_022505385.1	Escherichia coli	562	Contig	234	5358299	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/505/385/GCA_022505385.1_PDT001261528.1/	contaminated; from large multi-isolate project	flagged_contaminated	
GCA_000179075.1	Escherichia coli MS 85-1	562	Contig	234	5457657	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/179/075/GCA_000179075.1_ASM17907v1/	na	unflagged_control	GCA_022505385.1
GCA_900009815.1	Clostridioides difficile	1496	Contig	4222	4575648	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/009/815/GCA_900009815.1_Peptoclostridium_difficile/	contaminated; fragmented assembly; low quality sequence	flagged_contaminated	
GCA_021284415.1	Clostridioides difficile	1496	Contig	1263	4203080	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/284/415/GCA_021284415.1_ASM2128441v1/	na	unflagged_control	GCA_900009815.1
GCA_036247925.1	Escherichia coli	562	Contig	1191	5800037	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/247/925/GCA_036247925.1_ASM3624792v1/	contaminated	flagged_contaminated	
GCA_006232105.1	Escherichia coli	562	Scaffold	1191	4823510	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/232/105/GCA_006232105.1_ASM623210v1/	na	unflagged_control	GCA_036247925.1
GCA_000226585.1	Escherichia coli XH140A	562	Contig	96	4411216	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/226/585/GCA_000226585.1_ASM22658v1/	contaminated	flagged_contaminated	
GCA_000326445.1	Escherichia coli KTE168	562	Contig	96	5099397	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/326/445/GCA_000326445.1_Esch_coli_KTE168_V1/	na	unflagged_control	GCA_000226585.1
